Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que foi o Black Death?,Pandemia de peste bubônica que matou 75–200 milhões de pessoas  ,1.57143,3.95066,0.83333,0.000,1.5,4.96484,0.9,0.000
Quando ocorreu o Black Death?,1346 a 1353  ,1.5,3.43523,1.0,0.000,0.66667,2.50045,1.0,0.000
Qual é a causa principal da peste?,Bactéria Yersinia pestis  ,1.75,4.10211,1.0,0.500,1.0,2.50045,1.0,0.000
Como a peste se espalhava inicialmente?,Por fleas em ratos  ,1.85714,3.79304,1.0,0.000,0.75,3.01273,1.0,0.000
Qual região teve o primeiro surto da peste?,Central ou leste da Ásia  ,1.88889,4.37319,1.0,0.400,1.0,3.43523,1.0,0.333
Como a peste chegou à Europa?,Por ratos nas embarcações genovesas  ,1.71429,3.79304,1.0,0.000,1.4,3.43523,1.0,0.000
Qual foi o impacto na população europeia?,Redução de 30–60%  ,1.75,4.10211,1.0,0.250,1.0,3.01273,1.0,0.000
Qual forma de peste dominou na Europa?,Pneumônica  ,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Onde foi descoberta a primeira onda na década de 1330s?,Kyrgyzstan  ,2.0,4.82961,1.0,0.429,0.0,1.0,1.0,0.000
O que causou a rápida propagação na Europa?,Espalhamento pessoa a pessoa,2.22222,4.37319,1.0,0.000,1.0,3.17866,0.75,1.250
