Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual foi a invenção de Thomas Newcomen em 1712?,motor atmosférico,1.8,4.61384,1.0,0.200,0.5,1.85566,1.0,1.000
O que James Watt melhorou significativamente em 1764?,condensação do vapor,2.11111,4.37319,1.0,0.000,1.0,2.50045,1.0,0.500
A qual ciclo termodinâmico os motores a vapor são associados?,Ciclo Rankine,2.54545,4.96484,0.9,0.500,0.5,1.85566,1.0,0.000
Qual tipo de motor é um motor a vapor?,combustão externa,2.2,4.75438,0.88889,0.600,0.5,1.85566,1.0,0.500
Quem inventou o primeiro dispositivo movido a vapor comercialmente usado?,Thomas Savery,2.72727,4.82961,1.0,0.429,0.5,1.85566,1.0,0.000
O que substituiu as velas em navios no século 19?,motores a vapor,2.36364,4.82961,1.0,0.200,0.66667,2.50045,1.0,0.500
Em qual século os motores a vapor eram dominantes na geração de poder?,19º século,2.57143,5.36491,1.0,0.714,0.5,1.85566,1.0,0.500
Quem é conhecido por ter inventado o motor a vapor?,Thomas Newcomen,2.36364,4.82961,1.0,0.667,0.5,1.85566,1.0,0.000
A que tipo de energia as ferries modernas como Kaikai recorriam no passado?,energia a vapor,3.07143,5.36491,1.0,0.571,0.66667,2.50045,1.0,1.000
Qual era a fonte de energia principal nas fábricas durante a Revolução Industrial?,motores a vapor,2.42857,5.48607,0.92308,0.571,0.66667,2.50045,1.0,0.500
