Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o principal objetivo do direito da União Europeia?,Promover a paz,2.27273,4.82961,1.0,1.000,0.66667,2.50045,1.0,0.500
Quando foi criado o marco legal inicial da UE?,Após a Segunda Guerra Mundial,2.1,4.61384,1.0,0.833,1.0,3.43523,1.0,0.000
Quais instituições ou políticas são transculturais nos Estados-nação da UE?,As instituições políticas,2.36364,4.82961,1.0,0.167,0.66667,2.50045,1.0,0.000
Qual é o efeito do direito da UE sobre as leis dos estados membros?,Efeito direto ou indireto.,2.66667,5.51466,1.0,0.571,1.4,3.01273,1.0,0.333
Qual é a área de atuação principal de John Bell?,Direito da União Europeia.,1.81818,4.96484,0.9,0.333,1.4,3.01273,1.0,0.000
Que revista trata da disciplina de Direito da UE?,Common Market Law Review.,1.9,4.75438,0.88889,0.400,1.6,3.01273,1.0,0.000
Quem é considerado uma subdisciplina do direito da UE?,Henry G. Schermers.,2.4,4.61384,1.0,0.600,1.25,2.50045,1.0,0.000
Quais são os órgãos legislativos principais da UE?,Parlamento Europeu e Conselho.,2.11111,4.37319,1.0,0.200,1.6,3.01273,1.0,0.000
Quais são as três fontes principais do direito da UE?,Direito primário,2.0,4.82961,1.0,0.800,0.5,1.85566,1.0,0.000
