Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta  ,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que é um ctenophora?,filo de animais que vivem em águas marinhas  ,1.5,3.43523,1.0,0.000,0.875,4.37319,1.0,0.000
O que o ctenophora usa para nadar?,'pentes' - grupos de cílios  ,1.75,4.25402,0.85714,0.333,1.0,3.01273,1.0,0.000
Qual o tamanho máximo do ctenophora?,1,1.71429,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
O que são os coloblastos?,células adesivas para capturar presas  ,1.5,3.43523,1.0,0.500,1.0,3.43523,1.0,0.250
Quais são exemplos de formas corporais?,cydippids,1.57143,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
O que significam os nomes em grego?,κτείς (comb) e φέρω (carregar)  ,1.625,4.10211,1.0,0.333,1.88889,3.43523,1.0,0.250
Quais são os predadores do ctenophora?,larvas,1.71429,3.79304,1.0,0.333,0.0,1.0,1.0,0.000
Onde foram encontrados fósseis?,em lagerstätten do Cambriano  ,1.4,3.01273,1.0,0.000,1.0,3.01273,1.0,0.000
Qual é a hipótese evolutiva principal?,Ctenophora Sister Hypothesis  ,1.57143,3.79304,1.0,0.500,1.0,2.50045,1.0,0.000
Quantas espécies são validadas?,100 a 150 espécies,1.6,3.01273,1.0,0.333,0.75,3.01273,1.0,0.000
