Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
3. Que percentagem da atmosfera terrestre é composta por dioxigénio?,20,1.6,4.82961,1.0,0.286,0.0,1.0,1.0,0.000
4. Qual é o grupo da tabela periódica a que pertence o oxigênio?,calcogénios,1.36538,5.48607,0.92308,0.429,0.0,1.0,1.0,0.000
5. Quem descobriu o oxigênio primeiramente?,Carl Wilhelm Scheele e Joseph Priestley,1.0,3.79304,1.0,0.250,1.33333,3.79304,1.0,0.000
6. Qual é o composto mais abundante do oxigênio na crosta terrestre?,óxidos,1.58333,5.20226,1.0,0.625,0.0,1.0,1.0,0.000
7. Qual é a forma diatômica do oxigênio?,O2,1.25,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
8. Qual é a principal fonte de produção de oxigênio na Terra?,fotossíntese,1.16667,5.32781,0.91667,0.571,0.0,1.0,1.0,1.000
9. Qual é o nome do alótropo do oxigênio que protege da radiação UV?,ozono,1.64286,5.63172,0.92857,0.375,0.0,1.0,1.0,0.000
10. Que outro nome é dado ao oxigênio?,oxigénio,1.1875,4.37319,1.0,0.800,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Que percentagem da atmosfera terrestre é composta por dioxigénio?,20,2.7,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Qual é o grupo da tabela periódica a que pertence o oxigênio?,calcogénios,2.23077,5.32781,0.91667,0.500,0.0,1.0,1.0,0.000
Quem descobriu o oxigênio primeiramente?,Carl Wilhelm Scheele e Joseph Priestley,1.5,3.43523,1.0,0.333,1.33333,3.79304,1.0,0.000
Qual é o composto mais abundante do oxigênio na crosta terrestre?,óxidos,2.66667,5.02467,1.0,0.714,0.0,1.0,1.0,0.000
Qual é a forma diatômica do oxigênio?,O2,2.0,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a principal fonte de produção de oxigênio na Terra?,fotossíntese,1.83333,5.1549,0.90909,0.667,0.0,1.0,1.0,1.000
Qual é o nome do alótropo do oxigênio que protege da radiação UV?,ozono,2.78571,5.48607,0.92308,0.429,0.0,1.0,1.0,0.000
Que outro nome é dado ao oxigênio?,oxigénio,1.875,4.10211,1.0,1.000,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Que percentagem da atmosfera terrestre é composta por dioxigénio?,20,2.7,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Qual é o grupo da tabela periódica a que pertence o oxigênio?,calcogénios,2.23077,5.32781,0.91667,0.500,0.0,1.0,1.0,0.000
Quem descobriu o oxigênio primeiramente?,Carl Wilhelm Scheele e Joseph Priestley,1.5,3.43523,1.0,0.333,1.33333,3.79304,1.0,0.000
Qual é o composto mais abundante do oxigênio na crosta terrestre?,óxidos,2.66667,5.02467,1.0,0.714,0.0,1.0,1.0,0.000
Qual é a forma diatômica do oxigênio?,O2,2.0,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a principal fonte de produção de oxigênio na Terra?,fotossíntese,1.83333,5.1549,0.90909,0.667,0.0,1.0,1.0,1.000
Qual é o nome do alótropo do oxigênio que protege da radiação UV?,ozono,2.78571,5.48607,0.92308,0.429,0.0,1.0,1.0,0.000
Que outro nome é dado ao oxigênio?,oxigénio,1.875,4.10211,1.0,1.000,0.0,1.0,1.0,0.000
