Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é civil disobedience?,Refusão ativa a leis injustas  ,2.0,3.43523,1.0,0.333,0.8,3.43523,1.0,0.000
Qual requisito para ser civil?,Ações não violentas  ,1.5,3.43523,1.0,1.000,0.66667,2.50045,1.0,0.667
Quem popularizou o termo?,Henry David Thoreau  ,1.4,3.01273,1.0,0.500,1.0,2.50045,1.0,0.000
Quem liderou a Revolução Egípcia de 1919?,Saad Zaghloul  ,2.0,4.10211,1.0,0.000,0.5,1.85566,1.0,0.000
Qual movimento Susan B. Anthony liderou?,Suffragio feminino nos EUA  ,2.42857,3.79304,1.0,0.200,1.5,3.01273,1.0,0.333
Qual foi a causa de Gandhi?,Independência da Índia  ,1.57143,3.79304,1.0,0.333,1.0,2.50045,1.0,0.000
Qual foi o papel de Martin Luther King?,Protestos não violentos  ,1.77778,4.37319,1.0,0.200,0.66667,2.50045,1.0,0.667
O que King disse sobre civil disobedience?,Respeito máximo à lei  ,1.625,4.10211,1.0,0.250,1.0,3.01273,1.0,0.667
Quem foi inspirado por civil disobedience?,Mahatma Gandhi  ,1.57143,3.79304,1.0,0.250,0.5,1.85566,1.0,0.000
Qual é o objetivo da prática?,Despertar a consciência da injustiça,1.71429,3.79304,1.0,1.000,1.0,3.43523,1.0,0.667
