Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que é o islamismo?,uma ideologia política que busca reconstituir os estados e regiões de acordo com a prática islâmica autêntica.,1.5,3.59796,0.8,0.500,2.72222,5.90165,1.0,0.333
Quais são as estratégias usadas pelo islamismo para alcançar seus objetivos?,revolução ou reforma social.,2.25,5.02467,1.0,0.500,1.4,3.01273,1.0,1.000
Quem são os expoentes do movimento islamista?,Hassan al-Banna,2.0,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Qual é a principal ênfase ideológica do islamismo?,implementação da sharia e unidade islâmica.,1.77778,4.37319,1.0,0.400,1.71429,3.79304,1.0,0.250
Qual grupo islamista se envolveu em processos democráticos?,Irmãs Muçulmanas (Muslim Brotherhood).,1.88889,4.37319,1.0,0.200,2.42857,3.01273,1.0,0.000
Quais grupos islamistas usam meios revolucionários?,Hezbollah,2.42857,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
O que o islamismo defende em termos de ordem social?,reordenação da sociedade baseada em princípios islâmicos.,1.81818,4.96484,0.9,0.750,2.0,4.10211,1.0,0.200
Por que o islamismo rejeita a influência ocidental?,consideram-na neocolonialista.,1.88889,4.37319,1.0,0.750,1.0,1.85566,1.0,0.000
Qual movimento islamista surgiu após a Primavera Árabe?,Estado Islâmico do Iraque e Levante (ISIL).,2.0,4.37319,1.0,0.200,2.6,4.10211,1.0,0.333
Qual é o objetivo comum dos grupos islamistas?,estabelecer Estados baseados em princípios islânicos.,2.22222,4.37319,1.0,0.600,1.85714,3.79304,1.0,0.200
