Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
qual é o nome chinês da dinastia Yuan?,yin: Dà Yuán  ,1.88889,4.37319,1.0,0.400,1.0,2.50045,1.0,0.000
qual é o nome oficial da dinastia Yuan?,o Grande Yuan  ,1.88889,4.37319,1.0,0.600,0.66667,2.50045,1.0,0.000
quem começou a dinastia Yuan?,Kublai Khan  ,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
quem liderou o clã mongol Borjigin?,Kublai Khan  ,1.71429,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
quando Khan declarou formalmente a dinastia Yuan?,1271  ,1.625,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
em que império não Chinês a dinastia Yuan conseguiu?,Império Mongol  ,2.4,4.61384,1.0,0.500,0.5,1.85566,1.0,0.000
quem feiou o avô de Kublai Khan?,Genghis Khan  ,1.625,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
qual foi o king after Genghis Khan established the Grande Yuan?,Kublai Khan  ,3.5,5.02467,1.0,0.000,0.5,1.85566,1.0,0.000
qual foi o king who made his claim to be King of China before the Yuan dynasty ended?,Kublai Khan  ,6.63158,6.11685,0.94444,0.000,0.5,1.85566,1.0,0.000
quem identificou a image associada ao Grandyruan no collections de arte?,qualimage associado ao Grandyruan  ,2.83333,5.02467,1.0,0.167,1.5,3.01273,1.0,0.000
qual é o nome chinês da dinastia Yuan?,yin: Dà Yuán  ,1.88889,4.37319,1.0,0.400,1.0,2.50045,1.0,0.000
qual é o nome oficial da dinastia Yuan?,o Grande Yuan  ,1.88889,4.37319,1.0,0.600,0.66667,2.50045,1.0,0.000
quem começou a dinastia Yuan?,Kublai Khan  ,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
quem liderou o clã mongol Borjigin?,Kublai Khan  ,1.71429,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
quando Khan declarou formalmente a dinastia Yuan?,1271  ,1.625,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
em que império não Chinês a dinastia Yuan conseguiu?,Império Mongol  ,2.4,4.61384,1.0,0.500,0.5,1.85566,1.0,0.000
quem feio o avô de Kublai Khan?,Genghis Khan  ,1.625,4.10211,1.0,0.333,0.5,1.85566,1.0,0.000
qual foi o king after Genghis Khan established the Grande Yuan?,Kublai Khan  ,3.5,5.02467,1.0,0.000,0.5,1.85566,1.0,0.000
qual foi o king who made his claim to be King of China before the Yuan dynasty ended?,Kublai Khan  ,6.63158,6.11685,0.94444,0.000,0.5,1.85566,1.0,0.000
quem identificou a image associada ao Grandyruan no collections de arte?,qualimage associado ao Grandyruan,2.83333,5.02467,1.0,0.167,1.5,3.01273,1.0,0.000
