Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é a teoria da complexidade computacional?,Classificação de problemas por uso de recursos,2.0,4.37319,1.0,0.250,0.85714,4.25402,0.85714,0.250
O que é um problema computacional?,Tarefa resolvida por um computador,1.57143,3.79304,1.0,0.333,0.8,3.43523,1.0,0.333
O que torna um problema computacional intrinsecamente difícil?,Requerer significativos recursos,2.22222,4.37319,1.0,0.400,1.0,2.50045,1.0,0.000
O que estuda a teoria da complexidade computacional?,Problemas e sua complexidade,2.0,4.37319,1.0,0.250,1.0,3.01273,1.0,0.000
O que é o problema P versus NP?,Um dos sete problemas do milênio,2.22222,4.51932,0.875,0.200,1.0,3.79304,1.0,0.000
Quais são outras medidas de complexidade?,Comunicação,1.57143,3.79304,1.0,0.333,0.0,1.0,1.0,0.000
O que é a teoria da computabilidade?,Estudo de problemas solúveis,1.75,4.10211,1.0,0.333,0.75,3.01273,1.0,0.000
Qual a diferença entre análise e complexidade?,Análise é para algoritmos específicos,1.625,4.10211,1.0,0.667,0.8,3.43523,1.0,0.000
O que é a teoria da complexidade?,Estudo de limites práticos,1.75,4.10211,1.0,0.333,0.75,3.01273,1.0,0.000
Qual o objetivo da teoria da complexidade?,Classificar problemas por recursos,1.75,4.25402,0.85714,1.000,0.75,3.01273,1.0,0.000
