Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Ctenóforos (do grego: κτείς kteis 'pente' e φέρω pherō 'portador', ctenóforos) são conhecidos por nomes como:,2.125,4.82961,1.0,0.375,2.0,3.79304,1.0,0.250
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Carambolas-do-mar ou águas-vivas-de-pente,Ctenóforos,0.66667,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
A presença de pentes formadas por grupos de cílios para nadar,Ctenóforos,1.18182,5.1549,0.90909,0.333,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Com as medusas,Não são relacionados filogeneticamente com as medusas,0.66667,2.50045,1.0,0.000,0.85714,4.10211,1.0,0.200
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Cambriano,Ctenóforos,0.0,1.0,1.0,0.000,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Mnemiopsis leidyi,Ctenóforos,0.5,1.85566,1.0,0.000,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Ctenóforos,Ctenóforos,0.0,1.0,1.0,0.000,0.0,1.0,1.0,0.000
