Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando foi estabelecido o atual Parlamento Escocês?,Após um referendo em 1997,1.75,4.10211,1.0,0.200,0.8,3.43523,1.0,0.000
Qual órgão governa o Parlamento Escocês?,O First Minister of Scotland,1.71429,3.79304,1.0,0.250,1.4,3.43523,1.0,0.000
Que lei definiu as competências do Parlamento Escocês?,A Lei da Escócia de 1998,2.11111,4.37319,1.0,0.200,1.0,3.79304,1.0,0.000
Quantos membros tem o Parlamento Escocês?,129 MSPs,1.71429,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Quem é considerado o principal líder do Parlamento Escocês?,O Presiding Officer,2.1,4.61384,1.0,0.333,0.66667,2.50045,1.0,0.000
Qual foi a data da última eleição para o Parlamento Escocês?,6 de maio de 2021,1.83333,5.02467,1.0,0.333,0.8,3.59796,0.8,0.333
O que permaneceu uma questão importante na identidade nacional escocesa por muitos anos?,A falta de um parlamento próprio,2.71429,5.36491,1.0,0.571,0.83333,3.79304,1.0,0.667
Quantas centenas de anos a Escócia foi governada diretamente pelo Parlamento da Grã-Bretanha?,Trezentos,2.5,5.36491,1.0,0.125,0.0,1.0,1.0,0.000
Qual foi o primeiro evento legislativo do novo Parlamento Escocês?,12 de maio de 1999,2.36364,4.82961,1.0,0.571,0.8,3.59796,0.8,0.333
Onde está localizado o Parlamento Escocês?,Edimburgo,1.57143,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual é a função do Cabinet Secretary for Rural Affairs and Islands no Parlamento Escocês?,Responde ao parlamento.```,3.1875,5.65316,1.0,0.091,0.875,3.01273,1.0,0.000
