Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é a geologia?,É o estudo da Terra,1.5,3.43523,1.0,0.000,1.0,3.43523,1.0,0.333
Qual é a escala de tempo usada para medir os eventos geológicos?,A escala de tempo usada é milhões ou bilhões de anos.,2.53846,5.20226,1.0,0.429,2.0,5.1549,0.90909,0.286
Quais são as três principais divisões da geologia?,Geologia Estrutural,1.77778,4.37319,1.0,0.250,0.5,1.85566,1.0,0.000
Qual é a diferença entre rocha ígnea e sedimentar?,A rocha ígnea se forma a partir do resfriamento e solidificação de lava ou magma,1.7,4.61384,1.0,0.400,1.53333,5.76639,0.93333,0.429
Qual é o processo que causa a subducção das placas tectônicas?,A subducção ocorre quando uma placa oceânica ou continental desce sob outra em uma linha de fissura,2.0,5.02467,1.0,0.333,1.58824,6.00792,0.94118,0.250
Quais são as principais características da geologia estrutural?,Estuda a estrutura interna da Terra,1.77778,4.37319,1.0,0.200,1.33333,3.79304,1.0,0.250
Qual é o papel das rochas metamórficas na formação de cordilheiras?,As rochas metamórficas são formadas por recristalização de rochas existentes sob condições de alta temperatura e pressão,2.83333,5.02467,1.0,0.333,1.29412,6.12437,0.88235,0.273
Qual é o significado da mineração geológica?,A mineração geológica envolve a extração de minerais valiosos e combustíveis fósseis do subsolo,2.0,4.10211,1.0,0.250,1.35714,5.63172,0.92857,0.222
Quais são os principais tipos de rochas ígneas?,Os principais tipos são intrusivos (formadas sob a superfície) e extrusivos (formadas na superfície).,1.66667,4.37319,1.0,0.200,2.78947,5.76263,0.85714,0.222
Qual é o processo responsável pela formação de dunas de areia?,A acumulação de sedimentos transportados pelo vento,2.25,5.1549,0.90909,0.667,1.28571,4.10211,1.0,0.250
