Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
qual é uma school privada?,uma school privada não é financiada pelo governo.,1.5,3.43523,1.0,0.333,2.0,4.37319,1.0,0.667
quais são os órgãos que gobiñram a school privada?,um board of governors.,1.7,4.61384,1.0,0.400,1.6,3.01273,1.0,0.000
qual é a principal fonte de financiamento das schools privadas?,não relyem no government.,2.27273,4.82961,1.0,0.333,1.4,3.01273,1.0,0.667
qual é a relação entre as school privadas e a privação?,as school privadas podem ser privadas ou privadas com民营.,1.75,5.1549,0.90909,0.200,1.9,4.92241,0.77778,0.286
qual é o objetivo principal das school privadas?,oferecer educação de alta qualidade.,2.11111,4.37319,1.0,0.600,1.5,3.43523,1.0,0.750
qual é a natureza da gestão das school privadas?,têm um sistema de geração independente.,2.6,4.61384,1.0,0.200,1.57143,3.79304,1.0,0.750
qual é o fundo principal das school privadas?,não são dependentes de fundos governamentais.,2.11111,4.37319,1.0,0.600,1.57143,3.79304,1.0,0.600
qual é a principal differença entre as school privadas e as publicas?,as school privadas não são financiadas pelo governo.,1.76923,5.32781,0.91667,0.167,2.0,4.37319,1.0,0.667
qual é o role do board of governors nas school privadas?,gestiona os direitos da school e monitora os funcions.,3.25,5.02467,1.0,0.000,2.2,4.75438,0.88889,0.000
qual é a definição de school privada?,uma school que não está associada a qualquer órgão ou entidade governamental.,1.625,4.10211,1.0,0.500,2.46154,5.20226,1.0,0.429
