Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o objetivo principal da União Europeia segundo o contexto?,promover a paz,2.08333,5.1549,0.90909,0.500,0.66667,2.50045,1.0,1.000
O que o Tribunal de Justiça da UE define como uma nova ordem jurídica?,direito internacional,2.06667,5.63172,0.92857,0.818,0.5,1.85566,1.0,2.000
Qual disciplina acadêmica está associada à revista Common Market Law Review?,Law of the European Union,3.25,5.02467,1.0,0.222,2.0,3.43523,1.0,0.000
Quem é um acadêmico vinculado à Lei da União Europeia?,Henry G. Schermers,2.54545,4.82961,1.0,0.000,1.0,2.50045,1.0,0.000
Qual é o nome de uma publicação que aborda a Lei da União Europeia?,Common Market Law Review,1.86667,5.51466,1.0,0.250,1.5,3.01273,1.0,0.000
Quais são as instituições políticas da UE?,instituições políticas,1.75,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Qual é o propósito das políticas da UE?,cooperar e desenvolver o humano,1.77778,4.37319,1.0,0.250,0.8,3.43523,1.0,1.000
O que o contexto afirma sobre a transcendência das instituições da UE?,transcendem os Estados-nação,2.46154,5.32781,0.91667,0.000,0.66667,2.50045,1.0,0.000
Qual é o significado da frase nova ordem jurídica mencionada pelo Tribunal de Justiça?,representa o direito internacional,2.33333,5.51466,1.0,0.400,0.75,3.01273,1.0,1.333
Qual recurso online é referenciado no contexto para a Lei da União Europeia?,Wikipedia,2.35714,5.36491,1.0,0.111,0.0,1.0,1.0,0.000
