Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta  ,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quando foi revogado o Edicto de Nantes?,18 de outubro de 1685  ,1.625,4.10211,1.0,0.200,0.8,3.59796,0.8,0.333
Qual a religião majoritária dos huguenotes?,calvinismo  ,2.0,3.79304,1.0,0.333,0.0,1.0,1.0,0.000
De qual região francesa os huguenotes da Alsácia eram predominantemente luteranos?,Alsácia,2.33333,5.02467,1.0,0.143,0.0,1.0,1.0,0.000
Quanto tempo durou a perseguição contra os huguenotes na França?,durante o século XVI e início do século XVII  ,1.90909,4.82961,1.0,0.400,1.55556,4.75438,0.88889,0.400
Qual foi a consequência imediata da revogação do Edicto de Nantes para os huguenotes?,muitos deixaram a França  ,3.0,5.51466,1.0,0.125,0.75,3.01273,1.0,0.000
Quais foram as causas principais da perseguição dos huguenotes na França?,conflitos religiosos e oposição ao domínio católico  ,2.58333,5.02467,1.0,0.167,1.42857,4.10211,1.0,0.600
Qual foi um dos massacres mais conhecidos envolvendo os huguenotes?,Massacre de São Bartolomeu  ,2.09091,4.82961,1.0,0.167,0.75,3.01273,1.0,0.000
Onde foram nomeadas cidades em homenagem aos huguenotes nos Estados Unidos?,Orange County,2.25,5.02467,1.0,0.125,0.5,1.85566,1.0,0.000
Quais foram as regiões que receberam huguenotes após sua expulsão da França?,Holanda,1.84615,5.20226,1.0,0.000,0.0,1.0,1.0,0.000
Qual foi a principal consequência social das perseguições contra os huguenotes na França?,diminuição significativa de sua população,2.0,5.36491,1.0,0.286,1.0,3.43523,1.0,0.667
