Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a sigla do Painel Intergovernamental sobre Mudanças Climáticas?,IPCC,2.27273,4.82961,1.0,0.286,0.0,1.0,1.0,0.000
Quais são as organizações-mãe que criaram o IPCC?,Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM),1.66667,4.37319,1.0,0.250,2.16667,5.51466,1.0,0.417
Em que cidade está sediada a sede do IPCC?,Geneva,2.0,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Qual prêmio o IPCC recebeu em 2007?,Prêmio Nobel da Paz,1.625,4.10211,1.0,0.250,1.5,3.01273,1.0,0.000
Quem é o presidente atual do IPCC?,Hoesung Lee,2.0,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Qual documento foi autorizado pelo IPCC?,Renewable Energy Sources and Climate Change Mitigation,1.71429,3.79304,1.0,0.250,3.0,4.10211,1.0,0.000
Quem foi o primeiro presidente do IPCC?,Bert Bolin,1.75,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Qual é o objetivo principal do IPCC?,Sintetizar e divulgar o conhecimento sobre mudanças climáticas,1.75,4.10211,1.0,0.750,0.875,4.37319,1.0,0.400
A qual organização da ONU o IPCC pertence?,Programa das Nações Unidas para o Meio Ambiente (PNUMA),2.44444,4.37319,1.0,0.250,1.54545,4.61384,1.0,0.625
Qual é a abreviação do Painel Intergovernamental sobre Mudanças Climáticas?,IPCC,2.27273,4.82961,1.0,0.143,0.0,1.0,1.0,0.000
