Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual a origem do termo Geologia?,Da palavra grega gê (terra) e logia (estudo).,2.0,3.79304,1.0,0.667,3.15385,4.37319,1.0,0.500
Qual o principal foco do estudo da Geologia? ,Estudo da estrutura e processos da Terra e outros corpos celestes.,2.33333,4.37319,1.0,0.750,2.25,5.30531,0.81818,0.167
A Geologia se sobrepõe a qual outra ciência? ,A Geologia se sobrepõe a todas as outras ciências da Terra,2.22222,4.51932,0.875,0.333,1.18182,5.1549,0.90909,0.000
O que a Geologia permite determinar? ,Permite determinar a idade relativa e absoluta das rochas.,1.71429,3.79304,1.0,0.333,2.0,4.61384,1.0,0.333
Qual teoria a Geologia fornece como principal evidência? ,A Geologia fornece a principal evidência para a teoria das placas tectônicas.,2.0,4.37319,1.0,0.400,2.07692,5.47097,0.83333,0.286
Quais são alguns dos métodos utilizados por geólogos? ,Geólogos usam métodos como trabalho de campo,2.33333,4.37319,1.0,0.250,1.28571,4.10211,1.0,0.400
Qual a importância prática da Geologia? ,Importante para exploração de minerais e hidrocarbonetos,2.0,3.79304,1.0,0.667,1.42857,4.10211,1.0,0.250
Qual a relação da Geologia com outras engenharias? ,Geologia é central para a engenharia geológica e geotécnica.,2.22222,4.37319,1.0,0.333,1.8,4.61384,1.0,0.167
O que a Geologia ajuda a entender? ,Geologia ajuda a entender a estrutura e evolução da Terra.,1.75,4.25402,0.85714,0.667,2.27273,4.96484,0.9,0.667
Qual o papel da Geologia no estudo do clima? ,Geologia fornece insights sobre o passado das mudanças climáticas.,3.2,4.61384,1.0,0.750,2.1,4.61384,1.0,0.333
