Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Qual é outro nome para Ctenophora?,Jelêmias de pente,1.03571,4.10211,1.0,0.250,0.66667,2.50045,1.0,0.500
2. Como eles nadam?,'Pentes' - grupos de cílios,1.0,3.01273,1.0,0.000,1.0,3.01273,1.0,0.000
3. Qual o tamanho dos adultos?,De alguns milímetros a 1,1.08333,3.79304,1.0,0.333,1.2,3.43523,1.0,0.000
4. Qual é uma característica do corpo além dos 'pentes'?,Massa gelatinosa com camada de células,1.70833,4.82961,1.0,0.400,0.83333,3.79304,1.0,0.250
5. Qual é a espécie tipo?,Mnemiopsis leidyi,1.0,3.79304,1.0,0.500,0.5,1.85566,1.0,0.000
6. Quantas espécies válidas existem?,100-150,1.25,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
7. Quais são as classes?,Tentaculata,0.95,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
8. Quando aparecem os fósseis?,No Cambriano,0.95,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
9. Quantos juvenis são parasitas?,Jovens de duas espécies,1.05,3.43523,1.0,0.250,0.75,3.01273,1.0,0.000
10. Como se baseiam para digestão e respiração?,Fluxo de água pelo corpo,1.125,4.37319,1.0,0.500,1.2,3.43523,1.0,0.667
Qual é outro nome para Ctenophora?,Jelêmias de pente,1.57143,3.79304,1.0,0.333,0.66667,2.50045,1.0,0.500
Como os ctenóforos nadam?,'Pentes' - grupos de cílios,1.4,3.01273,1.0,0.000,1.0,3.01273,1.0,0.000
Qual o tamanho dos adultos?,De alguns milímetros a 1,1.66667,3.43523,1.0,0.500,1.2,3.43523,1.0,0.000
Qual é uma característica do corpo além dos 'pentes'?,Massa gelatinosa com camada de células,2.91667,4.61384,1.0,0.500,0.83333,3.79304,1.0,0.250
Qual é a espécie tipo?,Mnemiopsis leidyi,1.5,3.43523,1.0,0.667,0.5,1.85566,1.0,0.000
Quantas espécies válidas existem?,100-150,2.0,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Quais são as classes?,Tentaculata,1.4,3.01273,1.0,0.500,0.0,1.0,1.0,0.000
Quando aparecem os fósseis?,No Cambriano,1.4,3.01273,1.0,0.000,0.5,1.85566,1.0,0.000
Quantos juvenis são parasitas?,Jovens de duas espécies,1.6,3.01273,1.0,0.333,0.75,3.01273,1.0,0.000
Como se baseiam para digestão e respiração?,Fluxo de água pelo corpo,1.75,4.10211,1.0,0.667,1.2,3.43523,1.0,0.667
