Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a capital do estado de Vitória?,Melbourne,2.11111,4.37319,1.0,0.750,0.0,1.0,1.0,0.000
Quando Victoria alcançou o autogoverno?,1855,1.5,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Qual é a densidade populacional de Victoria (pessoas por km²)?,28,2.57143,4.82961,1.0,0.000,0.0,1.0,1.0,0.000
Quantas universidades públicas existem em Victoria?,Oito,2.0,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual foi o local que sediou os Jogos Olímpicos de Verão de 1956?,Melbourne Cricket Ground,1.78571,5.48607,0.92308,0.250,1.0,2.50045,1.0,0.000
Quem tem sido o Primeiro-Ministro de Victoria desde 2014?,Daniel Andrews,1.7,4.61384,1.0,0.167,0.5,1.85566,1.0,0.000
Qual é a economia dominante em Victoria?,Serviços,1.75,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual rio na Austrália tem nome de subdivisão em Victoria?,Cann River,2.54545,4.82961,1.0,0.333,0.5,1.85566,1.0,0.000
Qual museu está localizado em Melbourne?,State Library Victoria,1.85714,3.79304,1.0,0.250,1.0,2.50045,1.0,0.000
Quais são os principais eventos esportivos sediados no Melbourne Cricket Ground?,Grandes finais da AFL,2.25,5.02467,1.0,0.125,1.0,3.01273,1.0,0.000
