Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Pergunta: Qual é a origem da palavra geologia?,Resposta: do grego gê (Terra) e logía (estudo),1.3,4.61384,1.0,0.333,2.38462,4.37319,1.0,0.333
2. Pergunta: Qual é a principal função da geologia?,Resposta: estudar a estrutura e processos da Terra,1.2,4.61384,1.0,0.333,1.22222,4.37319,1.0,0.400
3. Pergunta: Quantos são os principais tipos de rocha?,Resposta: três,1.15,4.61384,1.0,0.286,1.0,1.85566,1.0,0.500
4. Pergunta: Quais são os principais tipos de rocha?,Resposta: ígnea,1.15,4.61384,1.0,0.333,1.0,1.85566,1.0,0.000
5. Pergunta: Qual é a importância da geologia para o estudo do clima?,Resposta: fornece informações sobre climas passados,1.39286,5.36491,1.0,0.429,1.0,3.79304,1.0,0.000
6. Pergunta: Qual é a principal evidência fornecida pela geologia?,Resposta: teoria da tectônica de placas,1.29545,4.82961,1.0,0.143,1.42857,3.79304,1.0,0.250
7. Pergunta: Quem foi um importante geólogo mencionado?,Resposta: Charles Darwin,1.08333,4.37319,1.0,0.167,0.75,2.50045,1.0,0.000
8. Pergunta: Qual é um importante periódico de geologia mencionado?,Resposta: Brazilian Journal of Geology,1.15909,4.82961,1.0,0.143,1.5,3.43523,1.0,0.000
9. Pergunta: Qual é uma ferramenta usada por geólogos?,Resposta: Geologist's hammer,1.15,4.61384,1.0,0.167,1.5,3.01273,1.0,0.250
10. Pergunta: Qual é uma aplicação prática da geologia?,Resposta: exploração de recursos minerais,1.3,4.61384,1.0,0.333,1.0,3.43523,1.0,0.250
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a origem da palavra geologia?,do grego gê (Terra) e logía (estudo),2.0,4.10211,1.0,0.500,2.54545,4.10211,1.0,0.400
Qual é a principal função da geologia?,estudar a estrutura e processos da Terra,1.75,4.10211,1.0,0.500,1.14286,4.10211,1.0,0.500
Quantos são os principais tipos de rocha?,três,1.625,4.10211,1.0,0.500,0.0,1.0,1.0,1.000
Quais são os principais tipos de rocha?,ígnea,1.625,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a importância da geologia para o estudo do clima?,fornecer informações sobre climas passados,2.33333,5.02467,1.0,0.600,0.8,3.43523,1.0,0.250
Qual é a principal evidência fornecida pela geologia?,teoria da tectônica de placas,2.0,4.37319,1.0,0.200,1.0,3.43523,1.0,0.333
Quem foi um importante geólogo mencionado?,Charles Darwin,2.14286,3.79304,1.0,0.250,0.5,1.85566,1.0,0.000
Qual é um importante periódico de geologia mencionado?,Brazilian Journal of Geology,1.66667,4.37319,1.0,0.200,1.5,3.01273,1.0,0.000
Qual é uma ferramenta usada por geólogos?,Geologist's hammer,1.625,4.10211,1.0,0.250,0.75,2.50045,1.0,0.333
Qual é uma aplicação prática da geologia?,exploração de recursos minerais,2.0,4.10211,1.0,0.500,0.75,3.01273,1.0,0.333
