Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que são ctenoforos comumente conhecidos como?,geleias de pente,2.0,4.10211,1.0,0.250,0.66667,2.50045,1.0,0.500
Qual é a característica mais distinta dos ctenophores?,'pentes' - grupos de cílios,1.88889,4.37319,1.0,0.400,1.0,3.01273,1.0,0.000
Em qual ambiente vivem os ctenophores?,água do mar,1.71429,3.79304,1.0,0.333,0.66667,2.50045,1.0,1.000
O que usam os ctenophores para nadar?,cilia em forma de 'pentes',1.625,4.10211,1.0,0.333,1.0,3.43523,1.0,0.333
Qual é o tamanho máximo de um ctenophore adulto?,1,1.8,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Quantas espécies de ctenophores foram validadas?,entre 100 e 150,2.0,3.79304,1.0,0.000,1.0,3.01273,1.0,0.000
Quais são os principais predadores dos ctenophores?,adultos de pequenos crustáceos,1.75,4.10211,1.0,0.250,0.75,3.01273,1.0,0.000
O que significa o nome científico 'Ctenophora'?,κτείς kteis 'comb' e φέρω pherō 'carry',2.3,4.25402,0.85714,0.500,1.72727,4.10211,1.0,0.000
Como se chamam as estruturas menores nas tentáculos dos ctenophores?,tentilla,2.09091,4.82961,1.0,0.000,0.0,1.0,1.0,0.000
Qual é a função das coloblasts nos ctenophores?,capturar presas através de células pegajosas,2.33333,4.37319,1.0,0.250,0.83333,3.79304,1.0,0.250
