Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a área total de Southern California em milhas quadradas?,56505  ,1.91667,5.02467,1.0,0.429,0.0,1.0,1.0,0.000
Quais são as coordenadas geográficas de Southern California?,34.0 -117.0  ,1.77778,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
Qual é um exemplo de subdivisão de Southern California?,Ventura County,1.7,4.75438,0.88889,0.200,0.5,1.85566,1.0,0.000
Qual é a imagem representativa de Southern California?,I-8 (CA).svg  ,1.77778,4.37319,1.0,0.200,2.5,2.50045,1.0,0.000
Qual língua é falada em Southern California?,Tataviam  ,1.875,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Como é classificado Southern California em termos de entidade?,Place  ,1.8,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o tamanho do mapa representativo de Southern California?,275  ,2.45455,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Qual é o modelo de página wiki usado para Southern California?,Template:Portal  ,1.83333,5.02467,1.0,0.429,1.0,1.85566,1.0,0.000
Qual é o tipo de sede de Southern California?,Largest city  ,1.7,4.75438,0.88889,0.400,0.5,1.85566,1.0,0.000
Qual é a legenda da imagem representativa de Southern California?,Images top to bottom,2.27273,4.82961,1.0,0.333,1.5,3.01273,1.0,0.000
