Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é força?,Uma interação que,1.4,3.01273,1.0,0.500,1.0,2.50045,1.0,0.000
A força é uma grandeza vetorial ou escalar?,Vetorial,1.77778,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Qual a unidade de medida da força no Sistema Internacional de Unidades (SI)?,Newton (N),2.9375,5.48607,0.92308,0.500,1.5,1.85566,1.0,0.000
Como a força resultante age sobre um objeto?,Determina a aceleração do objeto.,2.22222,4.37319,1.0,0.500,1.66667,3.43523,1.0,0.333
O que acontece quando duas forças de mesma intensidade e direção atuam sobre um objeto?,A força resultante é a soma das duas forças.,2.75,5.65316,1.0,0.500,2.4,4.75438,0.88889,0.400
O que é força de atrito?,Uma força que se opõe ao movimento relativo entre duas superfícies em contato.,1.57143,3.79304,1.0,0.333,2.14286,5.36491,1.0,0.667
Qual a diferença entre massa e peso?,Massa é a quantidade de matéria em um objeto,2.0,4.10211,1.0,1.000,0.88889,4.61384,1.0,0.600
O que é força gravitacional?,A força de atração entre dois objetos com massa.,1.5,3.43523,1.0,0.333,2.2,4.61384,1.0,0.750
Como a Terceira Lei de Newton se aplica à força?,Para toda ação,1.81818,4.82961,1.0,0.333,0.66667,2.50045,1.0,1.000
O que é força elástica?,A força exercida por um objeto deformável quando ele retorna à sua forma original.,1.5,3.43523,1.0,0.333,2.13333,5.51466,1.0,0.714
