Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
I should structure each as a question with the correct answer directly from the context. Each line in CSV will be pergunta,resposta.,3.40625,6.58989,0.90909,0.227,0.5,1.0,1.0,1.000
Qual é o maior floresta tropical do mundo?,A Amazônia,2.0,4.37319,1.0,0.800,0.5,1.85566,1.0,0.000
Em qual continente está localizada a Floresta Amazônica?, América do Sul,1.77778,4.37319,1.0,0.200,1.0,2.50045,1.0,0.333
Qual país abriga a maior parte da Floresta Amazônica?,Brasil,2.1,4.61384,1.0,0.500,0.0,1.0,1.0,0.000
Que porcentagem da área total do Brasil é ocupada pela Floresta Amazônica?,80%,2.46154,5.20226,1.0,0.375,0.5,1.85566,1.0,0.000
Quais são as principais espécies de árvores na Floresta Amazônica?,Árvores de folhas largas,2.0,4.82961,1.0,0.167,0.75,3.01273,1.0,0.000
Quantas espécies de plantas existem na Floresta Amazônica?,Mais de 40.000,2.11111,4.37319,1.0,0.000,0.66667,2.50045,1.0,0.000
Qual é a característica climática da Floresta Amazônica?,Chuvas torrenciais,2.33333,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
Quais são os principais animais encontrados na Floresta Amazônica?,Jaguars,2.1,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Existem comunidades indígenas na Floresta Amazônica?,Sim,2.42857,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual é uma das principais ameaças à Floresta Amazônica?,Desmatamento e atividades ilegais,2.0,4.61384,1.0,0.000,0.75,3.01273,1.0,0.000
