Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é a Scottish Parliament?,Parlamento unicameral,1.57143,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Onde está localizada a Scottish Parliament?,Área de Holyrood,1.57143,3.79304,1.0,0.000,0.66667,2.50045,1.0,0.000
Quantos membros compõem a Scottish Parliament?,129 membros conhecidos como MSPs.,1.71429,3.79304,1.0,0.000,1.66667,3.43523,1.0,0.000
Qual sistema é usado para eleger 73 MSPs em áreas geográficas?,Sistema de maioria simples (first-past-the-post).,2.16667,5.02467,1.0,0.429,2.0,3.43523,1.0,0.500
Quando foi a última eleição geral para a Scottish Parliament?,6 de maio de 2021.,1.72727,4.96484,0.9,0.500,1.5,3.59796,0.8,0.333
Qual partido venceu a eleição geral mais recente na Scottish Parliament?,Partido Nacional Escocês (SNP).,2.16667,5.02467,1.0,0.750,3.0,3.01273,1.0,0.000
Até quando os MSPs são eleitos após uma eleição geral?,Por cinco anos.,1.81818,4.82961,1.0,0.800,1.25,2.50045,1.0,0.000
O que era o antigo Parlamento da Escócia antes de 1707?,Legislativo do Reino independente da Escócia.,2.25,5.1549,0.90909,0.400,3.0,3.79304,1.0,0.250
Qual ato definiu as competências legislativas da Scottish Parliament em 1998?,Scotland Act 1998.,2.66667,5.02467,1.0,0.143,1.25,2.50045,1.0,0.000
Quais são alguns dos poderes expandidos pela Scotland Act 2012 e 2016?,Poderes sobre tributação e bem-estar.,3.46154,5.20226,1.0,0.143,1.5,3.43523,1.0,0.000
Que ato busca limitar a autonomia regulatória das instituições devolvidas em 2020?,Internal Market Act 2020 do Reino Unido.,2.92308,5.20226,1.0,0.375,2.375,4.10211,1.0,0.143
