Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quantas pessoas habitam Jacksonville?,900.000,1.6,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Onde está localizado Jacksonville?,Fló里a,1.4,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Quando foi fundado Jacksonville?,1515,1.4,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Qual é a principal indústria de Jacksonville?,Tourismo e Construção,1.625,4.10211,1.0,0.500,0.66667,2.50045,1.0,0.667
Qual climatemo characteriza Jacksonville?,Caliente e quente no verão e frio no inverno,1.6,3.01273,1.0,0.000,1.44444,4.92241,0.77778,0.800
Onde está localizado o beaches of St. Augustine em Jacksonville?,Leste de Jacksonville,1.5,4.82961,1.0,0.111,0.66667,2.50045,1.0,0.333
 Qual é a university mais conhecida por estar localizada em Jacksonville?,University of North Florida,2.16667,5.02467,1.0,0.286,1.5,3.01273,1.0,0.000
Qual é a principalação esportiva de Jacksonville?,Jags (Jaguars),1.75,4.10211,1.0,0.000,1.5,1.85566,1.0,0.000
Quão population稠密集 population local in Jacksonville?, About 900,1.85714,3.79304,1.0,0.167,0.5,1.85566,1.0,0.000
Qual é o nome do time de futebol da cidade?,Jacksonville Jaguars,1.90909,4.82961,1.0,0.800,0.5,1.85566,1.0,0.000
