Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é imperialismo?,Política estatal,1.4,3.01273,1.0,0.000,0.5,1.85566,1.0,0.000
Imperialismo envolve qual tipo de controles?,Economicamente e militarmente (hard power),1.71429,3.79304,1.0,0.250,1.71429,3.43523,1.0,0.000
Qual outra forma de poder pode ser usada no imperialismo?,Culturalmente e diplomaticamente (soft power),1.90909,4.82961,1.0,0.833,1.71429,3.43523,1.0,0.000
O imperialismo é definido como a extensão do quê?,Poder,1.9,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Quais tipos de expansões podem envolver o imperialismo?,Diversos,2.0,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
O imperialismo pode ser aplicado em muitos formas de governo,Sim,1.0,4.82961,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o exemplo de uma organização que apoiava o imperialismo?,Alliance for National Reconstruction,1.75,5.1549,0.90909,0.400,0.75,3.01273,1.0,0.000
Quais são exemplos de genocídios motivados pelo imperialismo?,Herero e Namaqua Genocide,2.0,4.37319,1.0,0.200,0.75,3.01273,1.0,0.000
Quem opunha-se ao imperialismo?,Léon-Étienne Duval,1.4,3.01273,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é o principal interesse de Michael Parenti?,Imperialism,1.66667,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Quais são exemplos históricos do imperialismo?,Roman Empire,1.71429,3.79304,1.0,0.250,0.5,1.85566,1.0,0.000
O imperialismo envolve a extensão da influência politica e cultural,Sim,1.1,4.82961,1.0,0.500,0.0,1.0,1.0,0.000
