Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a origem da União Europeia conforme o contexto?,Comunidade Europeia do Carvão e do Aço após a Segunda Guerra Mundial,1.81818,4.82961,1.0,0.200,1.91667,5.32781,0.91667,0.300
Qual é o objetivo principal da União Europeia conforme o contexto?,promover a paz,2.08333,5.1549,0.90909,0.500,0.66667,2.50045,1.0,1.000
Quais são as instituições mencionadas no contexto que transcendem os Estados-nação?,instituições políticas,2.25,5.02467,1.0,0.167,0.5,1.85566,1.0,0.000
Qual é a visão do Tribunal de Justiça da União Europeia sobre a ordem jurídica da UE?,uma nova ordem jurídica de direito internacional,2.05556,6.12437,0.88235,0.273,1.0,4.10211,1.0,1.000
Quais são as disciplinas acadêmicas relacionadas ao direito da União Europeia?,Law of the European Union,3.5,5.02467,1.0,0.571,2.0,3.43523,1.0,0.000
Quem são os acadêmicos mencionados com sub-disciplina no direito da União Europeia?,Henry G. Schermers e John Bell,2.46154,5.20226,1.0,0.571,1.33333,3.79304,1.0,0.000
Qual é a principal revista mencionada no contexto relacionada ao direito da União Europeia?,Common Market Law Review,3.93333,5.51466,1.0,0.556,1.5,3.01273,1.0,0.000
Quais são as instituições políticas da União Europeia mencionadas no contexto?,instituições políticas,2.58333,5.02467,1.0,0.143,0.5,1.85566,1.0,0.000
Quem é o autor da sub-disciplina mencionada no direito da União Europeia?,Henry G. Schermers,3.15385,5.32781,0.91667,0.571,1.0,2.50045,1.0,0.000
Qual é o significado do termo direito da União Europeia conforme o contexto?,um sistema de regras que opera nos estados membros da União Europeia,3.5,5.48607,0.92308,0.714,1.66667,5.20226,1.0,0.143
