Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quantos Estados-Membros compõem a União Europeia?,27,1.71429,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual foi o nome da primeira comunidade criada em 1952?,Comunidade Europeia do Carvão e do Aço,1.81818,4.82961,1.0,0.333,1.71429,4.25402,0.85714,0.429
Nomeie um acadêmico notável que estuda o direito da UE.,Henry G. Schermers,1.90909,4.82961,1.0,0.500,1.0,2.50045,1.0,0.000
Qual é o objetivo principal do direito da UE além da paz?,Justiça social,2.15385,5.32781,0.91667,1.167,0.5,1.85566,1.0,0.500
Qual tribunal interpreta o direito da UE?,Corte de Justiça da União Europeia,1.875,4.10211,1.0,1.000,1.0,3.79304,1.0,0.167
Quais são os objetivos principais do direito da UE?,Promoção da paz,2.0,4.61384,1.0,0.800,1.0,2.50045,1.0,0.500
Como é estruturada constitucionalmente a lei da UE?,Por meio dos Tratados,1.77778,4.37319,1.0,0.167,1.0,3.01273,1.0,0.000
Em que ano foi criada a Comunidade Europeia do Carvão e do Aço?,1952,2.42857,5.48607,0.92308,0.400,0.0,1.0,1.0,0.000
Quais são os templates usados na Wikipedia para o direito da UE?,Template:R_from_move,2.30769,5.20226,1.0,0.667,1.0,1.85566,1.0,0.000
Qual é outro termo para descrever o sistema jurídico supranacional da UE?,Direito comunitário,2.46154,5.20226,1.0,0.429,0.5,1.85566,1.0,0.500
