Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Onde o rio Reno se origina?,Swiss canton of Graubünden in the Alps,1.57143,3.79304,1.0,0.250,3.0,4.10211,1.0,0.000
Quais fronteiras o Reno forma parte?,Swiss-Liechtenstein,1.71429,3.79304,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o comprimento do rio Reno?,1,2.0,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a área de drenagem do Reno?,9,1.77778,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
De onde vem o nome do rio Reno?,Celtic Rēnos,2.0,4.37319,1.0,0.500,0.5,1.85566,1.0,0.000
Quais estados alemães são nomeados após o Reno?,North Rhine-Westphalia and Rhineland-Palatinate,2.11111,4.37319,1.0,0.200,1.5,3.01273,1.0,0.000
Qual é a taxa média de descarga do Reno?,2,1.9,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Qual era a importância do Reno durante o Império Romano?,Roman Empire's northern inland boundary,2.27273,4.82961,1.0,1.000,1.42857,3.79304,1.0,0.167
Quais cidades importantes estão localizadas ao longo do Reno?,Cologne,1.9,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
Para onde o rio Reno se destina finalmente?,North Sea,2.11111,4.37319,1.0,0.500,0.5,1.85566,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Onde o rio Reno se origina?,Swiss canton of Graubünden in the Alps,1.57143,3.79304,1.0,0.250,3.0,4.10211,1.0,0.000
Quais fronteiras o Reno forma parte?,Swiss-Liechtenstein,1.71429,3.79304,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o comprimento do rio Reno?,1,2.0,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a área de drenagem do Reno?,9,1.77778,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
De onde vem o nome do rio Reno?,Celtic Rēnos,2.0,4.37319,1.0,0.500,0.5,1.85566,1.0,0.000
Quais estados alemães são nomeados após o Reno?,North Rhine-Westphalia and Rhineland-Palatinate,2.11111,4.37319,1.0,0.200,1.5,3.01273,1.0,0.000
Qual é a taxa média de descarga do Reno?,2,1.9,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Qual era a importância do Reno durante o Império Romano?,Roman Empire's northern inland boundary,2.27273,4.82961,1.0,1.000,1.42857,3.79304,1.0,0.167
Quais cidades importantes estão localizadas ao longo do Reno?,Cologne,1.9,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
Para onde o rio Reno se destina finalmente?,North Sea,2.11111,4.37319,1.0,0.500,0.5,1.85566,1.0,0.000
