Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual foi o fundador da Dinastia Yuan?,Kublai Khan,2.0,4.10211,1.0,0.000,0.5,1.85566,1.0,0.000
Quando foi formalmente estabelecida a Dinastia Yuan?,1271,1.625,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Em qual ano a Dinastia Yuan terminou oficialmente seu reinado?,1368,2.09091,4.82961,1.0,0.167,0.0,1.0,1.0,0.000
Qual era o nome alternativo oficial completo da Dinastia Yuan?,Dà Yuán,2.27273,4.82961,1.0,0.714,0.5,1.85566,1.0,0.000
Qual cidade foi capital da Dinastia Yuan?,Shangdu,2.125,4.10211,1.0,0.600,0.0,1.0,1.0,0.000
Quem foi um dos governantes importantes após Kublai Khan?,Ahmad Fanakati,2.1,4.61384,1.0,0.000,0.5,1.85566,1.0,0.000
Qual foi uma das batalhas significativas durante a Dinastia Yuan?,Batalha de Xiangyang,2.09091,4.82961,1.0,0.000,0.66667,2.50045,1.0,0.333
Qual evento marcou o final do reinado da Dinastia Yuan?,Queda de Khanbaliq,2.18182,4.82961,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual era o título oficial em mongol para a Dinastia Yuan?,Dà Yuán Dà Mǎnggǔ Guó,1.83333,5.02467,1.0,0.667,2.0,3.59796,0.8,0.000
Qual foi um dos calendários usados durante a Dinastia Yuan?,Time Granting Calendar,2.18182,4.82961,1.0,0.000,1.0,2.50045,1.0,0.000
