Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem comandou as forças britânicas na Batalha de Monongahela?,Edward Braddock,2.1,4.61384,1.0,0.167,0.5,1.85566,1.0,0.000
Qual regimento de infantaria participou das batalhas da Guerra Franco-Indígena?,35th (Royal Sussex) Regiment of Foot,3.09091,4.82961,1.0,0.167,3.5,3.79304,1.0,0.000
Qual foi a força máxima das forças regulares e da milícia na Guerra Franco-Indígena?,42.000,2.93333,5.51466,1.0,0.125,0.0,1.0,1.0,0.000
Quem liderou as forças francesas na Guerra Franco-Indígena?,Louis-Joseph de Montcalm,2.11111,4.37319,1.0,0.000,0.66667,2.50045,1.0,0.000
Qual batalha marcou o início da Guerra Franco-Indígena?,Batalha de Jumonville Glen,2.11111,4.37319,1.0,0.400,0.75,3.01273,1.0,0.250
Qual colônia britânica foi significativamente envolvida nos conflitos da Guerra Franco-Indígena?,Virginia,3.16667,5.02467,1.0,0.125,0.0,1.0,1.0,0.000
Qual o nome do conflito militar que envolveu a Batalha de Beauport?,Battle of Beauport,2.07692,5.20226,1.0,0.571,1.0,2.50045,1.0,0.000
Qual o papel de William Pepperrell na Guerra Franco-Indígena?,comandou as forças que capturaram Louisbourg,2.3,4.61384,1.0,0.200,0.83333,3.79304,1.0,0.000
Quem liderou os guerreiros Mingo durante a Guerra Franco-Indígena?,Shingas,2.0,4.61384,1.0,0.714,0.0,1.0,1.0,0.000
Qual batalha envolveu o ataque a Fort Ligonier?,Battle of Fort Ligonier,2.0,4.37319,1.0,0.400,1.5,3.01273,1.0,0.000
