Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é o fluido de trabalho da máquina a vapor?,Vapor,2.45455,4.82961,1.0,0.600,0.0,1.0,1.0,0.000
Quais partes se movem na máquina a vapor para realizar trabalho mecânico?,Pistão e cilindro,2.0,5.20226,1.0,0.857,0.66667,2.50045,1.0,0.500
Como a força do vapor é convertida em força rotacional?,Por meio de uma biela e manivela,2.18182,4.96484,0.9,0.333,1.42857,4.10211,1.0,0.000
A máquina a vapor é um exemplo de qual tipo de motor térmico externo?,Motor de combustão externa,2.13333,5.76263,0.85714,0.750,0.75,3.01273,1.0,0.333
Qual ciclo termodinâmico ideal analisa o processo da máquina a vapor?,Ciclo Rankine,2.41667,5.02467,1.0,0.714,0.5,1.85566,1.0,0.000
Quem patenteou a primeira bomba movida a vapor para drenagem de minas em 1606?,Jerónimo de Ayanz y Beaumont,2.06667,5.63172,0.92857,0.250,1.0,3.43523,1.0,0.250
Qual inventor é considerado pioneiro no uso comercial de dispositivos movidos a vapor?,Thomas Savery,2.5,5.36491,1.0,0.556,0.5,1.85566,1.0,0.000
Quando foi desenvolvido o primeiro motor a vapor com sucesso comercial que transmitia força contínua?,1712,2.125,5.65316,1.0,0.800,0.0,1.0,1.0,0.000
Qual melhoria importante fez James Watt em 1764?,Remoção do vapor gasto para um recipiente separado,2.0,4.37319,1.0,0.167,1.25,4.37319,1.0,0.800
Por que as turbinas a vapor substituíram os motores de pistão no século XX?,Menor custo,2.26667,5.51466,1.0,0.286,0.5,1.85566,1.0,0.500
