Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a área total coberta pela floresta amazônica?,A floresta amazônica cobre aproximadamente 5.500.000 quilômetros quadrados (2.100.000 milhas quadradas).,2.1,4.61384,1.0,0.833,3.35714,5.02467,1.0,0.125
Quantas nações integram a bacia do Amazonas?,Nove nações: Brasil,1.875,4.10211,1.0,0.250,1.5,2.50045,1.0,0.000
Qual país possui a maior porcentagem de floresta amazônica?,O Brasil é responsável por mais da metade (60%) da área coberta pela floresta amazônica.,1.8,4.61384,1.0,0.500,3.15789,5.89142,0.9375,0.556
Em que idioma Amazonas é usado como um departamento administrativo?,A palavra Amazonas também é usada como departamento em países como a França,2.18182,4.82961,1.0,0.333,1.30769,5.62279,0.84615,0.250
Qual a porcentagem que a Amazônia representa nas florestas tropicais do mundo?,A Amazônia代表了地球上超过一半的残留热带雨林。,2.30769,5.32781,0.91667,0.167,0.5,1.85566,1.0,0.000
Quantas espécies de árvores existem na floresta amazônica?,Estimou-se que há 16.000 espécies de árvores na floresta amazônica.,2.11111,4.37319,1.0,0.200,2.0,4.82961,1.0,0.167
Qual é a capitalidade da maior parte das terras indígenas na Amazônia?,A maioria dos povos indígenas vive em territórios isolados,2.53846,5.20226,1.0,0.286,1.66667,4.61384,1.0,0.167
Quantos povos indígenas são isolados na Amazônia?,Existem 60 grupos étnicos que continuam isolados na Amazônia.,2.0,4.10211,1.0,0.200,1.8,4.61384,1.0,0.000
Qual é a palavra holandesa para floresta amazônica?,A palavra holandesa Amazoneregenwoud é usada para descrever a floresta amazônica.,1.77778,4.37319,1.0,0.400,2.08333,5.1549,0.90909,0.375
Que país tem a maior concentração de terras indígenas na Amazônia?,O Brasil tem a maior concentração de terras indígenas reconhecidas,2.08333,5.02467,1.0,0.286,1.1,4.82961,1.0,0.143
Qual é o principal objetivo da proteção da floresta amazônica?,A proteção visa preservar a biodiversidade,2.63636,4.96484,0.9,0.833,1.16667,3.95066,0.83333,0.750
