Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
So each line in the data is a triple, but some lines have multiple objects separated by commas. For example:,2.55556,4.61384,1.0,0.556,2.4,5.02467,1.0,0.000
    ns1:imageCaption The Rhine in Basel, Switzerland ,1.42857,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
This is three separate triples: the subject is the Rhine, and each line has a different predicate and object.,2.81818,5.12344,0.8,0.000,2.3,4.75438,0.88889,0.000
    ns1:imageCaption The Rhine in Basel, Switzerland ,1.42857,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
        Val di Lei, Italy ,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
Now, the challenge is to parse all these lines and split them into individual triples.,0.0,1.0,1.0,0.000,4.06667,5.51466,1.0,0.071
For example, the line:,0.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
ns1:subdivisionName <http://dbpedia.org/resource/France> Central and Western Europe Val di Lei, Italy,3.1,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
Similarly, the line:,0.0,1.0,1.0,0.000,1.0,1.85566,1.0,0.000
Similarly, the dcterms:subject line has 8 entries.,0.0,1.0,1.0,0.000,2.44444,4.10211,1.0,0.000
But when I listed them, I had 50 entries. Let me check again.,2.0,3.43523,1.0,0.000,1.5,4.37319,1.0,0.000
So total is 9+1+1+1+1+1+1+3+2+10+8+1+10 = 49. But when I listed the entries, I have 50. So maybe I have a mistake in counting.,3.96053,5.02467,1.0,0.182,1.68056,5.30531,0.81818,0.364
But regardless, the main idea is to list all these triples correctly.,0.5,1.85566,1.0,0.000,5.0,4.82961,1.0,0.000
But the original question was: Você pode me dizer quais são os recursos e relacionamentos que compõem o documento RDF? (por exemplo, <http://dbpedia.org/resource/Rhine> <http://dbpedia.org/ontology/mouthElevation> 0.0),1.53788,6.39884,1.0,0.467,0.5,1.0,1.0,0.000
Therefore, the final answer would be the list of triples in the format: <subject> <predicate> <object> .,0.0,1.0,1.0,0.000,4.64286,5.47097,0.83333,0.167
So the final answer is the list of all the triples as I listed above, in the appropriate format.,4.0,5.89204,0.86667,0.133,2.0,3.01273,1.0,0.000
12. <http://dbpedia.org/resource/Rhine> <http://dbpedia.org/ontology/wikiImage> The Rhine in Basel, Switzerland,1.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
18. <http://dbpedia.org/resource/Rhine> <http://dbpedia.org/ontology/subdivision> Val di Lei, Italy,0.75,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
