Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é o número atômico do oxigênio?,8.,2.0,4.10211,1.0,0.750,0.5,1.0,1.0,0.000
Em que grupo da tabela periódica o oxigênio está classificado?,calcogênio.,2.27273,4.82961,1.0,0.500,0.5,1.0,1.0,0.000
Que dois elementos são mais abundantes que o oxigênio no universo?,hidrogénio e hélio.,2.08333,5.1549,0.90909,0.667,1.25,2.50045,1.0,0.000
Qual é a forma gasosa de oxigênio que constitui a maioria do ar?,O2.,1.92857,5.48607,0.92308,0.571,0.5,1.0,1.0,0.000
Quantos átomos de oxigênio se unem para formar O2?,dois.,1.8,4.61384,1.0,0.400,0.5,1.0,1.0,1.000
Em qual porcentagem o oxigênio constitui a atmosfera terrestre?,20,2.1,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Qual é a principal forma de oxigênio na crosta terrestre?,óxidos.,2.0,4.82961,1.0,0.833,0.5,1.0,1.0,0.000
De onde foi isolado o oxigênio pela primeira vez?,pela Michael Sendivogius e Carl Wilhelm Scheele,1.8,4.61384,1.0,0.400,1.42857,4.10211,1.0,0.000
Quando foi dado o nome oxigênio pelo Lavoisier?,1777.,2.0,4.37319,1.0,0.800,0.5,1.0,1.0,0.000
Qual é a allotróbia do oxigênio que é encontrada na atmosfera?,O2.,2.33333,5.1549,0.90909,0.333,0.5,1.0,1.0,0.000
 Qual é a forma de oxigênio mais abundante em organismos vivos?,dióxido de carbono.,1.91667,5.02467,1.0,0.429,1.25,2.50045,1.0,0.500
