Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Qual é o acrônimo do Painel Intergovernamental sobre Mudanças Climáticas?,IPCC,1.38636,5.02467,1.0,0.125,0.0,1.0,1.0,0.000
2. Em que ano foi criado o IPCC?,1988,1.1875,4.37319,1.0,0.600,0.0,1.0,1.0,0.000
3. Sob que organização o IPCC foi criado?,Nações Unidas,1.25,4.37319,1.0,0.600,0.5,1.85566,1.0,0.000
4. Qual é o objetivo principal do IPCC?,sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas,1.125,4.37319,1.0,0.600,1.45455,5.02467,1.0,0.429
5. Quem são as organizações responsáveis pela criação do IPCC?,Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM),1.35,4.82961,1.0,0.333,2.16667,5.51466,1.0,0.417
6. O que o IPCC não produz?,pesquisa original,1.10714,4.25402,0.85714,0.500,0.5,1.85566,1.0,1.500
7. Por que o IPCC é considerado uma autoridade mundial?,por representar um consenso sobre o aquecimento global,1.2,4.82961,1.0,0.333,0.875,4.37319,1.0,0.500
8. Quando foi publicado o primeiro relatório do IPCC?,1990,1.13889,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
9. Em que ano o IPCC recebeu o Prêmio Nobel da Paz?,2007,1.375,5.32781,0.91667,0.125,0.0,1.0,1.0,0.000
10. Quantos grandes relatórios o IPCC produziu até 2014?,cinco,1.25,4.61384,1.0,0.000,0.0,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o acrônimo do Painel Intergovernamental sobre Mudanças Climáticas?,IPCC,2.27273,4.82961,1.0,0.143,0.0,1.0,1.0,0.000
Em que ano foi criado o IPCC?,1988,1.875,4.10211,1.0,0.750,0.0,1.0,1.0,0.000
Sob que organização o IPCC foi criado?,Nações Unidas,2.0,4.10211,1.0,0.750,0.5,1.85566,1.0,0.000
Qual é o objetivo principal do IPCC?,sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas,1.75,4.10211,1.0,0.750,1.45455,5.02467,1.0,0.429
Quais organizações são responsáveis pela criação do IPCC?,Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM),2.44444,4.37319,1.0,0.400,2.16667,5.51466,1.0,0.417
O que o IPCC não produz?,pesquisa original,1.71429,3.95066,0.83333,0.667,0.5,1.85566,1.0,1.500
Por que o IPCC é considerado uma autoridade mundial?,por representar um consenso sobre o aquecimento global,1.9,4.61384,1.0,0.400,0.875,4.37319,1.0,0.500
Em que ano foi publicado o primeiro relatório do IPCC?,1990,2.0,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Em que ano o IPCC recebeu o Prêmio Nobel da Paz?,2007,2.25,5.1549,0.90909,0.143,0.0,1.0,1.0,0.000
Quantos grandes relatórios o IPCC produziu até 2014?,cinco,2.0,4.37319,1.0,0.000,0.0,1.0,1.0,1.000
