Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quando ocorreu a Guerra Franco-Indígena?,1754–1763,1.5,3.43523,1.0,0.000,1.0,1.0,1.0,0.000
Qual foi o resultado da Guerra Franco-Indígena?,Tratado de Paris (1763),2.0,4.10211,1.0,0.250,1.33333,3.01273,1.0,0.000
Quais tribos indígenas participaram da Guerra Franco-Indígena?,Cherokee Nation (antes de 1758),2.125,4.10211,1.0,0.000,1.0,3.43523,1.0,0.000
Quem foi um dos comandantes britânicos durante a Guerra Franco-Indígena?,Edward Braddock,2.09091,4.82961,1.0,0.000,0.5,1.85566,1.0,0.000
Qual foi uma das principais batalhas da Guerra Franco-Indígena?,Batalha de Restigouche,2.0,4.61384,1.0,0.000,0.66667,2.50045,1.0,0.333
Quantas pessoas morreram em ação durante a Guerra Franco-Indígena?,1.512,2.0,4.61384,1.0,0.200,0.0,1.0,1.0,0.000
Qual foi o impacto do Tratado de Paris (1763)?,O fim da Guerra Franco-Indígena e a transferência de territórios franceses para o controle britânico,3.5,4.61384,1.0,0.167,1.46667,5.76639,0.93333,0.250
Quais armas foram usadas durante a Guerra Franco-Indígena?,Long rifle,1.77778,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
Quem foi o líder indígena conhecido por sua participação na Guerra Franco-Indígena?,Pontiac (líder Ottawa),2.30769,5.20226,1.0,0.429,2.0,2.50045,1.0,0.333
Qual era o objetivo da Guerra Franco-Indígena?,Controlar territórios na América do Norte entre os colonos britânicos e franceses,2.0,4.10211,1.0,0.750,2.16667,5.20226,1.0,0.125
