Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é a desobediência civil?,Recusa ativa de leis consideradas injustas,1.57143,3.79304,1.0,0.333,1.0,3.79304,1.0,0.000
Quem popularizou o termo desobediência civil nos EUA?,Henry David Thoreau,2.22222,4.37319,1.0,0.400,1.0,2.50045,1.0,0.000
Qual líder indiano usou a desobediência civil contra o Raj Britânico?,Mahatma Gandhi,2.16667,5.02467,1.0,0.429,0.5,1.85566,1.0,0.000
Em que país ocorreram as greves gerais de 2018–2019 usando desobediência civil?,Irã,2.4,5.20226,1.0,0.250,0.0,1.0,1.0,0.000
Qual movimento na Índia usou desobediência civil contra a ocupação britânica?,Movimento por Independência da Índia,2.33333,5.02467,1.0,0.429,1.0,3.43523,1.0,0.000
Que líder americano viu a desobediência civil como reverência à lei?,Martin Luther King Jr.,2.16667,5.02467,1.0,0.571,2.0,3.01273,1.0,0.000
Qual protesto recente na Nigéria usou desobediência civil contra o SARS?,Protestos de Fim do SARS,2.16667,5.02467,1.0,0.286,1.0,3.43523,1.0,0.000
Em qual país europeu ocorreram protestos contra a corrupção em 2019 usando desobediência civil?,Montenegro,2.0,5.63172,0.92857,0.444,0.0,1.0,1.0,0.000
Qual organização britânica usou métodos de desobediência civil?,Comitê dos 100,1.88889,4.37319,1.0,0.333,1.0,2.50045,1.0,0.000
Em qual cidade americana ocorreram protestos contra a violência policial em 2020 usando desobediência civil?,Chicago,2.0625,5.76639,0.93333,0.400,0.0,1.0,1.0,0.000
