Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem formulou originalmente o conceito de desobediência civil?,Henry David Thoreau  ,1.77778,4.37319,1.0,0.400,1.0,2.50045,1.0,0.000
Qual figura histórica aplicou a desobediência civil no movimento de independência da Índia?,Mahatma Gandhi  ,2.07143,5.36491,1.0,0.500,0.5,1.85566,1.0,0.000
Quem foi um líder importante nos EUA que usou a desobediência civil nos direitos civis?,Martin Luther King  ,2.125,5.76639,0.93333,0.333,1.0,2.50045,1.0,0.000
Qual é o principal objetivo da desobediência civil segundo o contexto?,Protestar contra leis injustas ou governos opressores  ,2.25,5.1549,0.90909,0.667,1.28571,4.10211,1.0,0.000
Em qual país a desobediência civil levou a mudanças significativas?,Índia  ,2.09091,4.96484,0.9,0.333,0.0,1.0,1.0,0.000
Como a desobediência civil geralmente se manifesta?,Por meio de ações pacíficas e não violentas  ,2.0,4.10211,1.0,0.500,0.875,4.37319,1.0,0.500
Qual direito a população tem se o governo não atender suas demandas?,O direito de desobedecer  ,2.38462,5.20226,1.0,1.143,0.75,3.01273,1.0,2.000
Qual filósofo influenciou a desobediência civil moderna?,Henry David Thoreau  ,1.875,4.10211,1.0,0.400,1.0,2.50045,1.0,0.000
Qual é um método comum na desobediência civil?,Ações diretas e não violentas  ,1.77778,4.37319,1.0,0.600,0.8,3.43523,1.0,0.500
Qual é o resultado quando um governo é visto como opressor?,A população pode recorrer à desobediência civil,2.08333,5.1549,0.90909,0.667,1.0,4.10211,1.0,0.400
