Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O rio Reno nasce em qual cantão suíço?,Graubünden,1.88889,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual é a origem etimológica do nome Reno?,Celta Rēnos,2.33333,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Quais são os estados alemães nomeados em homenagem ao Reno?,Renânia-Palatinado e Renânia do Norte-Vestfália,2.0,4.82961,1.0,0.333,1.0,3.43523,1.0,0.250
Qual é o curso final do rio Reno?,Descarga no Mar do Norte,2.33333,4.37319,1.0,0.800,2.0,3.43523,1.0,0.250
Qual é a drenagem da bacia do Reno?,9.973 km²,2.33333,4.37319,1.0,0.250,1.0,1.85566,1.0,0.000
O Reno define parte de quais fronteiras após sair da Suíça?,Fronteira Franco-Alemã,1.83333,5.02467,1.0,0.333,0.5,1.85566,1.0,0.000
Quantas cidades importantes mencionadas estão no Reno?,Cologne,2.125,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Qual é a vazão média do Reno?,2.900 m³/s,1.75,4.10211,1.0,0.250,2.0,1.85566,1.0,0.000
O Reno é considerado vital para o que desde os tempos romanos?,Navegação e comércio,2.30769,5.32781,0.91667,0.000,0.66667,2.50045,1.0,0.500
Qual foi a importância histórica dos castelos ao longo do Reno?,Atestam sua relevância como via de transporte no Império Romano,2.41667,5.02467,1.0,0.200,1.4,4.82961,1.0,0.333
