Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual foi a data da fundação da Universidade Harvard?,1636,2.7,4.75438,0.88889,0.200,0.0,1.0,1.0,0.000
Qual foi o nome do primeiro benfeitor da universidade?,John Harvard,1.9,4.61384,1.0,0.600,0.5,1.85566,1.0,0.000
Em que ano a faculdade inicialmente forneceu ensino principalmente para o clero congregacionalista e unitarista?,Século XVIII,2.0625,5.65316,1.0,0.444,0.5,1.85566,1.0,0.000
Quem foi o primeiro reitor responsável por transformar a faculdade em uma moderna universidade de pesquisa?,Charles William Eliot,2.05882,5.78178,1.0,0.667,1.0,2.50045,1.0,0.000
Qual foi a associação fundada em 1900 pela Universidade Harvard?,Associação de Universidades Americanas,2.09091,4.82961,1.0,0.167,0.75,3.01273,1.0,0.250
Qual foi o cargo de James Bryant Conant durante a Grande Depressão e a Segunda Guerra Mundial?,Reitor da Universidade Harvard,2.27778,6.00792,0.94118,0.571,1.5,3.01273,1.0,0.000
Que organização Harvard encontrou em 1900?,Associação de Universidades Americanas,2.0,3.79304,1.0,0.250,0.75,3.01273,1.0,0.250
Qual foi o curso de graduação que se tornou coeducacional em 1977?,Faculdade de Graduação,1.76923,5.20226,1.0,0.167,0.66667,2.50045,1.0,0.333
Quantos presidentes dos Estados Unidos formaram-se nessa universidade?,oito presidentes,2.44444,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
Qual é o maior sistema de bibliotecas acadêmicas e privadas do mundo?,Biblioteca da Universidade Harvard,2.0,5.20226,1.0,0.429,1.5,3.01273,1.0,0.000
