Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a localização da Universidade de Chicago?,Hyde Park,1.77778,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
Em que ano a primeira reação nuclear controlada foi produzida na Universidade de Chicago?,1942,2.13333,5.51466,1.0,0.400,0.0,1.0,1.0,0.000
Quais são os nomes das principais áreas de estudo da Universidade de Chicago?,Economia,2.14286,5.48607,0.92308,0.375,0.0,1.0,1.0,0.000
Quantas dezenas de laureados Nobel tem a Universidade de Chicago?,97,2.18182,4.96484,0.9,0.143,0.0,1.0,1.0,0.000
Em que campo(s) teórico é/ões o trabalho da Universidade de Chicago fundamental?,Economia,2.77778,5.36491,1.0,0.667,0.0,1.0,1.0,0.000
Quantos prémios Pulitzer tem a Universidade de Chicago?,20,2.0,4.37319,1.0,0.143,0.0,1.0,1.0,0.000
Em que campos a Universidade de Chicago está envolvida além do próprio campus principal?,Londres,2.26667,5.51466,1.0,0.667,0.0,1.0,1.0,0.000
Onde fica o campus de Londres da Universidade de Chicago?,Londres,1.81818,4.96484,0.9,0.143,0.0,1.0,1.0,0.000
Quantos alunos de graduação tem a Universidade de Chicago?,N/A (Não há uma quantidade exata),2.1,4.75438,0.88889,0.125,1.125,3.79304,1.0,0.200
Em que campos a pesquisa e administração da Universidade de Chicago estão envolvidos além dos campus principais?,Fermi National Accelerator Laboratory,2.38889,5.90165,1.0,0.300,1.5,3.01273,1.0,0.000
