Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que o sistema imunológico protege contra?,doenças.,1.75,4.25402,0.85714,0.333,0.5,1.0,1.0,0.000
Qual é a principal função do sistema imunológico inato?,Defender o organismo contra patógenos.,2.3,4.61384,1.0,0.500,1.5,3.43523,1.0,0.333
Qual é a principal função do sistema imunológico adaptativo?,Resposta específica a estímulos após memorização.,2.3,4.61384,1.0,0.500,1.57143,3.79304,1.0,0.000
O que ocorre quando o sistema imunológico é menos ativo que o normal?,Imunodepressão.,2.42857,5.77882,0.76923,0.714,0.5,1.0,1.0,0.000
Que condições médicas podem levar à imunodepressão em humanos?,Doença genética,2.1,4.61384,1.0,0.167,0.5,1.85566,1.0,0.500
Qual é a consequência de um sistema imunológico hiperativo atacando tecidos normais?,Autoimunidade.,2.53846,5.20226,1.0,0.125,0.5,1.0,1.0,0.000
Quais doenças são associadas à autoimunidade?,Doenças como artrite reumática,1.71429,3.79304,1.0,0.250,0.75,3.01273,1.0,0.000
Qual parte do sistema imunológico protege o cérebro?,Sistema neuroimune (neuroglia).,2.88889,4.37319,1.0,0.600,2.5,2.50045,1.0,0.000
Como a vacinação relaciona-se com o sistema adaptativo?,Cria memória imunológica contra patógenos específicos,1.77778,4.37319,1.0,0.500,1.0,3.79304,1.0,0.200
Que células são responsáveis pela fagocitose no sistema imunológico?,Células fagócias.,2.8,4.61384,1.0,0.333,1.0,1.85566,1.0,0.000
Qual é a função principal das dendríticas nas respostas imunes?,Presentarem os patógenos à linhagem B para ativação da resposta adaptativa.,2.36364,4.82961,1.0,0.333,2.66667,5.02467,1.0,0.143
