Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quem desenvolveu o conceito de comutação de pacotes?,Paul Baran,1.66667,4.51932,0.875,0.250,0.5,1.85566,1.0,0.000
O que compõe um pacote?,Cabeçalho e payload,1.5,3.43523,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual a função do cabeçalho?,Direcionar o pacote ao destino,1.66667,3.43523,1.0,0.500,1.0,3.43523,1.0,0.667
Quem cunhou o termo comutação de pacotes?,Donald Davies,2.0,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Qual o objetivo da pesquisa de Paul Baran?,Roteamento eficiente e tolerante a falhas,2.22222,4.37319,1.0,0.750,0.83333,3.79304,1.0,0.250
O que a comutação de pacotes substituiu?,Alocação prévia de largura de banda,2.0,4.10211,1.0,0.000,0.83333,3.95066,0.83333,0.500
Qual rede adotou a comutação de pacotes?,ARPANET,1.875,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual é a base da comunicação de dados?,Comutação de pacotes,1.77778,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.000
O que a pesquisa de Baran contradisse?,Alocação prévia de largura de banda,2.0,4.10211,1.0,0.333,0.83333,3.95066,0.83333,0.500
O que Donald Davies inspirou?,Redes de comutação de pacotes,1.5,3.43523,1.0,0.000,0.8,3.59796,0.8,0.000
