Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é o Islamismo político?,Uma ideologia político-religiosa que busca implementar a interpretação do Islã no contexto do Estado ou sociedade.,1.57143,3.95066,0.83333,0.333,3.17647,5.89142,0.9375,0.333
Qual é a principal bandeira dos defensores do Islamismo político?,A implementação da xaria,2.27273,4.82961,1.0,0.500,1.0,3.01273,1.0,0.000
Qual grupo mencionado rejeita influências não-muçulmanas segundo o contexto?,Al Wefaq ou 19th Division (Syrian rebel group).,2.1,4.61384,1.0,0.167,3.18182,4.37319,1.0,0.000
Quais são os aspectos centrais do Islamismo político além da xaria?,Unidade política pan-islâmica,2.33333,5.02467,1.0,0.333,1.0,2.50045,1.0,0.333
Qual modelo/wiki template é utilizado nas páginas sobre Islamismo?,Template:Main list ou Template:Commons category multi.,2.1,4.61384,1.0,0.000,2.45455,4.51932,0.875,0.000
Qual imagem representativa do Islamismo foi mencionada?,2012 Sydney Islamic protests.jpg ou Mohammad Hadi Milani (1791).jpg.,2.875,4.10211,1.0,0.200,4.5,4.82961,1.0,0.000
Como o Islamismo é classificado tipologicamente?,Cognition100023271 ou YagoPermanentlyLocatedEntity.,1.71429,3.79304,1.0,0.000,1.25,2.50045,1.0,0.000
Qual partido no Egito tem ideologia de Islamismo?,Muslim Brotherhood in Egypt.,2.33333,4.37319,1.0,0.200,1.6,3.01273,1.0,0.000
Quem são os seguidores do Islamismo em Bangladesh?,Hefazat-e-Islam Bangladesh.,2.11111,4.37319,1.0,0.400,1.0,1.85566,1.0,0.000
Qual aspecto político central do Islamismo segundo o contexto?,A rejeição de influências não-muçulmanas e a implementação da xaria.,2.0,4.61384,1.0,0.600,2.72727,4.96484,0.9,0.000
