Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o significado geral da palavra farmácia? ,remédio e veneno,2.33333,4.37319,1.0,1.000,0.66667,2.50045,1.0,1.000
Qual organização atua na disciplina da farmácia? ,American Society of Consultant Pharmacists,3.5,4.10211,1.0,0.750,2.0,3.43523,1.0,0.000
Qual modelo de página é usado pela farmácia? ,Template:Pharmacy,2.0,4.37319,1.0,0.800,1.0,1.85566,1.0,0.000
Qual indústria possui o Big B Drugs? ,Pharmacy,1.875,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual ocupação é associada a Chinedum Peace Babalola? ,Pharmacy,1.88889,4.37319,1.0,0.167,0.0,1.0,1.0,0.000
Qual imagem representativa é associada à farmácia? ,42-aspetti di vita quotidiana,2.0,4.10211,1.0,0.400,0.75,3.01273,1.0,0.000
Qual hospital possui produtos Pharmacy? ,Apollo Hospitals,1.66667,3.43523,1.0,0.250,0.5,1.85566,1.0,0.000
Qual serviço é oferecido por Gelson's Markets? ,Pharmacy,1.4,4.37319,1.0,0.333,0.0,1.0,1.0,0.000
Qual produto é oferecido por Medicover Hospitals? ,Pharmacy,1.75,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual serviço é oferecido por ShopRite (United States)? ,Pharmacy,2.36364,4.37319,1.0,0.167,0.0,1.0,1.0,0.000
