Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Qual é a principal função do sistema imunitário?,Defender o corpo contra agentes patogênicos,1.25,4.61384,1.0,0.500,0.83333,3.79304,1.0,0.250
2. Quais são as células responsáveis por produzir anticorpos?,Células plasmáticas,1.30556,4.61384,1.0,0.333,0.5,1.85566,1.0,0.000
3. Qual é o nome da resposta imunológica específica contra patógenos já conhecidos pelo corpo?,Imunidade adaptativa,1.51667,5.65316,1.0,0.400,0.5,1.85566,1.0,0.000
4. Qual é o tipo de imunidade que ocorre após uma infecção natural?,Imunidade ativa,1.13462,5.36491,1.0,0.429,0.5,1.85566,1.0,0.000
5. Qual é o principal mediador químico da inflamação?,Histamina,1.25,4.61384,1.0,0.500,0.0,1.0,1.0,0.000
6. Qual é o nome dado aos anticorpos passados da mãe para o feto durante a gestação?,Imunidade passiva,1.48529,6.00792,0.94118,0.444,0.5,1.85566,1.0,0.000
7. Quais são os principais órgãos do sistema imunitário?,Timo,1.25,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
8. Qual é o nome das células que apresentam antígenos para as células T?,Células apresentadoras de antígenos,1.14286,5.63172,0.92857,0.125,0.75,3.01273,1.0,0.000
9. Qual é o nome do processo de destruição de células infectadas por vírus pelas células T citotóxicas?,Citotoxicidade,1.38889,6.22924,0.88889,0.364,0.0,1.0,1.0,0.000
10. Qual é o principal agente causador da imunidade humoral?,Anticorpos,1.4,4.82961,1.0,0.286,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a principal função do sistema imunitário?,Defender o corpo contra agentes patogênicos,2.0,4.37319,1.0,0.600,0.83333,3.79304,1.0,0.250
Quais são as células responsáveis por produzir anticorpos?,Células plasmáticas,2.11111,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Qual é o nome da resposta imunológica específica contra patógenos já conhecidos pelo corpo?,Imunidade adaptativa,2.53333,5.51466,1.0,0.444,0.5,1.85566,1.0,0.000
Qual é o tipo de imunidade que ocorre após uma infecção natural?,Imunidade ativa,1.76923,5.20226,1.0,0.500,0.5,1.85566,1.0,0.000
Qual é o principal mediador químico da inflamação?,Histamina,2.0,4.37319,1.0,0.600,0.0,1.0,1.0,0.000
Qual é o nome dado aos anticorpos passados da mãe para o feto durante a gestação?,Imunidade passiva,2.47059,5.89142,0.9375,0.500,0.5,1.85566,1.0,0.000
Quais são os principais órgãos do sistema imunitário?,Timo,2.0,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Qual é o nome das células que apresentam antígenos para as células T?,Células apresentadoras de antígenos,1.78571,5.48607,0.92308,0.143,0.75,3.01273,1.0,0.000
Qual é o nome do processo de destruição de células infectadas por vírus pelas células T citotóxicas?,Citotoxicidade,2.27778,6.12437,0.88235,0.400,0.0,1.0,1.0,0.000
Qual é o principal agente causador da imunidade humoral?,Anticorpos,2.3,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
