Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que protege os organismos contra doenças?,sistema imunológico  ,1.625,4.10211,1.0,0.000,0.5,1.85566,1.0,0.500
Quais agentes são detectados pelo sistema imunológico?,patógenos  ,2.125,4.10211,1.0,0.400,0.0,1.0,1.0,0.000
Qual é o sistema imunológico do cérebro conhecido como?,sistema neuroimune  ,2.6,4.61384,1.0,0.600,0.5,1.85566,1.0,0.500
O que separa o sistema imunístico periférico do intracraniano em humanos?,sistema imunológico periférico  ,2.58333,5.1549,0.90909,0.167,1.0,2.50045,1.0,0.333
Como são chamados os agentes detectados pelo sistema imunológico?,patógenos  ,2.3,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Quais são os dois tipos de imunidade existentes?,imunidade humoral versus imunidade mediada por células  ,1.66667,4.37319,1.0,0.250,1.71429,4.25402,0.85714,0.000
Quais são os dois principais subsistemas do sistema imunológico?,sistema imunístico inato versus o sistema imunístico adaptativo  ,2.0,4.61384,1.0,0.400,1.375,4.69839,0.75,0.167
O que acontece quando o sistema imunológico é menosativo?,imunodeficiência  ,2.5,4.75438,0.88889,0.200,0.0,1.0,1.0,0.000
Qual é o termo para um sistema imunológico hiperativo que ataca os tecidos normais?,autoimunidade  ,2.0,5.51466,1.0,0.250,0.0,1.0,1.0,0.000
Quais são os dois tipos de imunidade existentes?,imunidade humoral versus imunidade mediada por células,1.66667,4.37319,1.0,0.250,1.71429,4.25402,0.85714,0.000
