Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual região dos EUA é conhecida como SoCal?,Sul da Califórnia,2.33333,4.37319,1.0,0.200,1.0,2.50045,1.0,0.000
Qual é a segunda maior área urbana dos EUA?,Los Angeles,1.8,4.61384,1.0,0.333,0.5,1.85566,1.0,0.000
Quantos condados compõem a Califórnia do Sul?,Dez,1.875,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual deserto está localizado na fronteira leste da Califórnia do Sul?,Deserto do Colorado,3.08333,5.02467,1.0,0.625,1.0,2.50045,1.0,0.333
Qual rio marca a fronteira leste da Califórnia do Sul?,Rio Colorado,2.72727,4.82961,1.0,0.714,0.5,1.85566,1.0,0.000
Qual estado faz fronteira com o Condado de San Bernardino?,Nevada,1.81818,4.82961,1.0,0.429,0.0,1.0,1.0,0.000
Qual país faz fronteira com a Califórnia do Sul ao sul?,México,2.33333,5.1549,0.90909,0.571,0.0,1.0,1.0,0.000
Qual é a fronteira que separa a Califórnia do Sul do México?,Estados Unidos-México,2.23077,5.47097,0.83333,0.250,0.5,1.85566,1.0,0.000
Qual condado da Califórnia do Sul faz fronteira com Nevada?,San Bernardino,3.09091,4.82961,1.0,0.286,0.5,1.85566,1.0,0.000
Quantos condados compõem o estado da Califórnia?,58,1.875,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
