Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Onde estava em grande parte a população huguenote da França?,as partes sul e central da França,2.36364,4.82961,1.0,0.429,1.28571,4.10211,1.0,0.500
Qual foi a proporção de huguenotes na França no auge?,cerca de 10% da população,2.27273,4.82961,1.0,0.200,1.16667,3.79304,1.0,0.500
Quando foram travadas as guerras religiosas francesas?,de 1562 a 1598,1.625,4.10211,1.0,0.000,0.75,3.01273,1.0,0.000
Que tratado pôs fim às Guerras da Religião?,o Edicto de Nantes,4.0,4.37319,1.0,0.000,0.75,3.01273,1.0,0.333
O que o Edicto de Nantes concedeu aos huguenotes?,autonomia religiosa,2.0,4.75438,0.88889,1.000,0.5,1.85566,1.0,0.000
De onde surgiu o termo huguenote?,da Suíça,1.57143,3.79304,1.0,0.333,0.5,1.85566,1.0,0.000
Quem foi um líder notável dos huguenotes?,Jeanne d'Albret,2.125,4.10211,1.0,0.250,1.5,2.50045,1.0,0.333
Qual foi a tentativa de golpe em 1560?,Conspiração de Amboise,1.66667,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual massacre ocorreu em agosto de 1572?,Massacre de São Bartolomeu,1.75,4.10211,1.0,0.250,0.75,3.01273,1.0,0.000
Quando Louis XIV revogou os direitos dos huguenotes?,em 1685,1.88889,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
