Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Qual é o nome científico do motor a vapor?,máquina térmica,1.45,4.82961,1.0,0.667,0.5,1.85566,1.0,0.500
2. Qual é o fluido de trabalho utilizado na máquina a vapor?,vapor de água,1.58333,5.20226,1.0,0.429,0.66667,2.50045,1.0,1.000
3. Quem é conhecido por ter criado o motor a vapor?,Thomas Newcomen,1.43182,5.02467,1.0,0.857,0.5,1.85566,1.0,0.000
4. Qual é o princípio de funcionamento da turbina a vapor?,princípio de expansão do vapor,1.47727,5.02467,1.0,0.500,1.0,3.43523,1.0,0.667
5. Em que tipo de energia a máquina a vapor converte o vapor?,energia mecânica,1.55769,5.62279,0.84615,0.571,0.5,1.85566,1.0,0.500
6. O que acontece com a temperatura do vapor durante o funcionamento da turbina a vapor?,diminui,1.6875,6.14642,0.8125,0.429,0.0,1.0,1.0,0.000
7. Em que categoria o motor a vapor é classificado?,Category:18th-century inventions,1.35,4.82961,1.0,0.500,1.5,1.85566,1.0,0.000
8. Qual é o exemplo mais recente de uso do motor a vapor mencionado no texto?,reatores nucleares,1.625,5.78178,1.0,0.700,0.5,1.85566,1.0,0.000
9. Qual é o nome da imagem representativa do motor a vapor mencionada no texto?,Boulton and Watt centrifugal governor-MJ.jpg,1.85,5.65316,1.0,0.556,3.0,3.43523,1.0,0.000
10. Qual é o modelo de página wiki utilizado para o tópico motor a vapor?,Template:Main,1.68333,5.76639,0.93333,0.444,1.0,1.85566,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o nome científico do motor a vapor?,máquina térmica,2.4,4.61384,1.0,0.800,0.5,1.85566,1.0,0.500
Qual é o fluido de trabalho utilizado na máquina a vapor?,vapor de água,2.66667,5.02467,1.0,0.500,0.66667,2.50045,1.0,1.000
Quem é conhecido por ter criado o motor a vapor?,Thomas Newcomen,2.36364,4.82961,1.0,1.000,0.5,1.85566,1.0,0.000
Qual é o princípio de funcionamento da turbina a vapor?,princípio de expansão do vapor,2.45455,4.82961,1.0,0.600,1.0,3.43523,1.0,0.667
Em que tipo de energia a máquina a vapor converte o vapor?,energia mecânica,2.61538,5.47097,0.83333,0.667,0.5,1.85566,1.0,0.500
O que acontece com a temperatura do vapor durante o funcionamento da turbina a vapor?,diminui,2.875,6.03262,0.8,0.500,0.0,1.0,1.0,0.000
Em que categoria o motor a vapor é classificado?,Category:18th-century inventions,2.2,4.61384,1.0,0.600,1.5,1.85566,1.0,0.000
Qual é o exemplo mais recente de uso do motor a vapor mencionado no texto?,reatores nucleares,2.75,5.65316,1.0,0.778,0.5,1.85566,1.0,0.000
Qual é o nome da imagem representativa do motor a vapor mencionada no texto?,Boulton and Watt centrifugal governor-MJ.jpg,3.2,5.51466,1.0,0.625,3.0,3.43523,1.0,0.000
Qual é o modelo de página wiki utilizado para o tópico motor a vapor?,Template:Main,2.86667,5.63172,0.92857,0.500,1.0,1.85566,1.0,0.000
