Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando foi revogado o Édito de Nantes?,18 de outubro de 1685,1.625,4.10211,1.0,0.200,0.8,3.59796,0.8,0.333
Qual era a religião principal dos Huguenotes?,calvinismo,1.75,4.10211,1.0,0.750,0.0,1.0,1.0,0.000
Qual evento ocorreu em 1572 e está associado aos Huguenotes?,Massacre de São Bartolomeu,2.0,4.82961,1.0,0.167,0.75,3.01273,1.0,0.000
Qual rei francês perseguiu os Huguenotes?,Luís XIV,1.71429,3.79304,1.0,0.500,0.5,1.85566,1.0,0.000
Onde estavam em grande parte os Huguenotes na França?,partes sul e central da França,2.2,4.61384,1.0,0.333,1.16667,3.79304,1.0,0.500
Qual foi a causa principal da expulsão dos Huguenotes?,revogação do Édito de Nantes,2.1,4.61384,1.0,0.400,1.0,3.43523,1.0,0.250
Quais protestantes eram majoritariamente luteranos?,regiões da Alsácia,1.66667,3.43523,1.0,0.000,1.0,2.50045,1.0,0.000
Qual local dos EUA foi nomeado em homenagem aos Huguenotes?,Orange County,2.36364,4.82961,1.0,0.333,0.5,1.85566,1.0,0.000
Qual foi a conspiração contra a Casa da Guise francesa?,Conspiração de Amboise,1.81818,4.96484,0.9,0.000,0.66667,2.50045,1.0,0.000
De onde surge o termo Huguenot?,de um termo francês referente a uma pessoa chamada Hugues,1.57143,3.79304,1.0,0.333,1.3,4.82961,1.0,0.833
