Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a sigla do Intergovernmental Panel on Climate Change?,IPCC  ,3.09091,4.82961,1.0,0.143,0.0,1.0,1.0,0.000
Quais organizações criaram o IPCC?,WMO e UNEP  ,1.66667,3.43523,1.0,0.000,0.66667,2.50045,1.0,0.000
Onde está localizada a sede do IPCC?,Geneva,1.75,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual é a função principal do IPCC?,Avaliar conhecimento científico sobre mudanças climáticas  ,1.75,4.10211,1.0,0.500,1.0,3.79304,1.0,0.400
Com qual prêmio Nobel o IPCC foi associado em 2007?,Prêmio Nobel da Paz  ,2.09091,4.82961,1.0,0.167,1.5,3.01273,1.0,0.000
Qual é o ciclo de avaliação atual do IPCC?,Sexta Avaliação (2015-2023)  ,2.0,4.61384,1.0,0.600,2.0,2.50045,1.0,0.000
A qual organização o IPCC pertence?,Organização das Nações Unidas  ,2.0,3.79304,1.0,0.333,1.0,3.01273,1.0,0.000
Quem é o presidente atual do IPCC?,Hoesung Lee  ,2.0,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Qual é o foco dos relatórios de avaliação do IPCC?,Impactos,1.90909,4.82961,1.0,0.400,0.0,1.0,1.0,0.000
Quando foi criado o IPCC?,1988,1.5,3.43523,1.0,0.667,0.0,1.0,1.0,0.000
