Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é comutação de pacotes em telecomunicações?,Um método de transmitir dados agrupados em pacotes.,1.66667,4.37319,1.0,0.000,2.11111,4.37319,1.0,0.400
Qual a função do cabeçalho em um pacote de dados?,Direciona o pacote para o destino.,2.18182,4.82961,1.0,0.500,1.57143,3.95066,0.83333,0.667
Qual o objetivo do conceito de comutação de pacotes de Paul Baran?,Roteamento eficiente e tolerante a falhas.,1.84615,5.47097,0.83333,0.500,1.57143,3.79304,1.0,0.250
Quem financiou a pesquisa de Paul Baran?,Departamento de Defesa dos Estados Unidos.,2.25,4.10211,1.0,0.250,1.85714,3.79304,1.0,0.167
Qual o problema com os princípios estabelecidos de Baran?,Contradizia a alocação de banda larga.,1.7,4.61384,1.0,0.250,1.57143,3.79304,1.0,0.250
Quem cunhou o termo moderno comutação de pacotes?,Donald Davies.,2.11111,4.37319,1.0,0.400,1.0,1.85566,1.0,0.000
Onde Donald Davies desenvolveu seu trabalho?,Laboratório Nacional de Física.,2.0,3.79304,1.0,0.200,1.6,3.01273,1.0,0.250
Qual rede incorporou a comutação de pacotes?,ARPANET.,1.875,4.10211,1.0,0.250,0.5,1.0,1.0,0.000
Qual a função do payload em um pacote de dados?,Contém os dados a serem utilizados.,2.18182,4.82961,1.0,0.500,1.85714,3.79304,1.0,0.000
O que é um pacote de dados composto?,Um cabeçalho e um payload.,2.33333,4.37319,1.0,0.500,1.66667,3.59796,0.8,0.000
