Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Okay, so I need to help the user by generating 10 question-answer pairs based on the provided DBpedia data about Warsaw. Let me start by understanding what's in the data.,0.0,1.0,1.0,0.000,3.74405,7.2924,0.86667,0.069
First, I should identify the key pieces of information here. The data includes:,0.0,1.0,1.0,0.000,3.0,5.32781,0.91667,0.083
- wikiPageUsesTemplate: two templates, Template:! and Refend,1.4,2.50045,1.0,0.000,0.75,2.50045,1.0,0.000
1. **Class**: Since Warsaw is a city, the class might relate to its administrative division. So a question like asking what class or category it belongs to makes sense.,1.70455,4.75438,0.88889,0.000,4.73333,6.58989,0.90909,0.182
2. **Motto**: It's Semper invicta, so a straightforward question about the motto would fit.,1.52273,4.92241,0.77778,0.111,3.2,4.61384,1.0,0.000
6. **Wordnet Type**: It's a monument noun, so a question about what category it falls under in WordNet.,1.63462,5.30531,0.81818,0.100,4.08333,5.02467,1.0,0.000
9. **Depiction**: The image is of Barbakan, a historical site in Warsaw. So what depiction does it have.,1.65909,5.12344,0.8,0.000,2.21429,5.02467,1.0,0.100
10. **Bridge Mentioned**: There's a mention of Lazienkowski Bridge, so a question about famous bridges in Warsaw.,1.61667,5.77882,0.76923,0.083,2.77778,4.37319,1.0,0.000
I need to make sure each question is clear and directly relates to the data. I'll structure them as pairs, with each question followed by its answer based on the provided information.,3.61161,6.50743,0.90476,0.050,5.23077,5.20226,1.0,0.000
   Resposta: As partes de Warsaw são organizadas no estilo coll, que pode indicar uma coleção ou conjunto de elementos.,1.54545,4.82961,1.0,0.286,1.8,4.61384,1.0,0.600
   Resposta: Na página wiki de Warsaw, os seguintes templates são utilizados: Template:! e Template:Refend.,1.14286,3.79304,1.0,0.250,1.6,4.75438,0.88889,0.143
   Resposta: O wordnet_type para Warsaw é associado ao sinset monument-noun-2, indicando que ele está classificado como um monumento.,1.54545,4.82961,1.0,0.000,1.66667,4.37319,1.0,0.250
   Resposta: A imagem de divulgação associada a Warsaw é Barbakan w Warszawie - 03.jpg, que ilustra o Forte da Cidade de Barbákán.,2.41176,5.48607,0.92308,0.200,2.0,4.37319,1.0,0.167
