Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Stanisław Mazur morreu em Warsaw,Stanisław Mazur morreu em Warsaw,1.0,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
Władysław Zieliński nasceu em Warsaw,Władysław Zieliński nasceu em Warsaw,1.0,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
Zygmunt Chmielewski morreu em Warsaw,Zygmunt Chmielewski morreu em Warsaw,1.0,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
Sigismund's Column está localizado em Warsaw,Sigismund's Column está localizado em Warsaw,1.375,4.10211,1.0,0.167,1.375,4.10211,1.0,0.167
Ida Nowakowska nasceu em Warsaw,Ida Nowakowska nasceu em Warsaw,1.0,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
Hubert Wagner 1 morreu em Warsaw,Hubert Wagner 1 morreu em Warsaw,1.33333,3.79304,1.0,0.000,1.33333,3.79304,1.0,0.000
Adolf Dygasiński morreu em Warsaw,Adolf Dygasiński morreu em Warsaw,1.0,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
2014-15 in Polish football possui estádio em Warsaw,2014-15 in Polish football possui estádio em Warsaw,1.625,4.37319,1.0,0.167,1.625,4.37319,1.0,0.167
2015-16 FC Zorya Luhansk season está localizado em Warsaw,2015-16 FC Zorya Luhansk season está localizado em Warsaw,2.11111,4.61384,1.0,0.000,2.11111,4.61384,1.0,0.000
Weronika Kordowiecka nasceu em Warsaw,Weronika Kordowiecka nasceu em Warsaw,1.0,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
