Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Qual é a principal função do sistema imunológico?,Proteger o organismo de doenças,1.25,4.61384,1.0,0.500,0.8,3.43523,1.0,0.333
2. Quantos principais subsistemas o sistema imunológico possui?,Dois,1.4375,4.37319,1.0,0.167,0.0,1.0,1.0,0.000
3. Qual sistema imunológico fornece uma resposta predefinida?,Sistema imunológico inato,1.25,4.37319,1.0,0.333,1.0,2.50045,1.0,0.000
4. Qual sistema imunológico fornece uma resposta adaptada?,Sistema imunológico adaptativo,1.25,4.37319,1.0,0.333,1.0,2.50045,1.0,0.000
5. Qual sistema imunológico cria memória imunológica?,Sistema imunológico adaptativo,1.25,4.10211,1.0,0.333,1.0,2.50045,1.0,0.000
6. Qual é a base da imunidade adquirida?,Vacinacao,1.3125,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
7. Qual condição ocorre quando o sistema imunológico é menos ativo?,Imunodeficiencia,1.29545,5.02467,1.0,0.625,0.0,1.0,1.0,0.000
8. Qual é uma causa genética de imunodeficiência?,Imunodeficiencia combinada severa,1.125,4.37319,1.0,0.400,1.0,2.50045,1.0,0.000
9. Qual é uma condição causada por um sistema imunológico hiperativo?,Doenca autoimune,1.20455,5.02467,1.0,0.286,0.5,1.85566,1.0,0.000
10. Qual ciência estuda todos os aspectos do sistema imunológico?,Imunologia,1.3,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a principal função do sistema imunológico?,Proteger o organismo de doenças,2.0,4.37319,1.0,0.600,0.8,3.43523,1.0,0.333
Quantos principais subsistemas o sistema imunológico possui?,Dois,2.375,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual sistema imunológico fornece uma resposta predefinida?,Sistema imunológico inato,2.0,4.10211,1.0,0.400,1.0,2.50045,1.0,0.000
Qual sistema imunológico fornece uma resposta adaptada?,Sistema imunológico adaptativo,2.0,4.10211,1.0,0.400,1.0,2.50045,1.0,0.000
Qual sistema imunológico cria memória imunológica?,Sistema imunológico adaptativo,2.0,3.79304,1.0,0.400,1.0,2.50045,1.0,0.000
Qual é a base da imunidade adquirida?,Vacinacao,2.125,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual condição ocorre quando o sistema imunológico é menos ativo?,Imunodeficiencia,2.09091,4.82961,1.0,0.714,0.0,1.0,1.0,0.000
Qual é uma causa genética de imunodeficiência?,Imunodeficiencia combinada severa,1.75,4.10211,1.0,0.500,1.0,2.50045,1.0,0.000
Qual é uma condição causada por um sistema imunológico hiperativo?,Doenca autoimune,1.90909,4.82961,1.0,0.333,0.5,1.85566,1.0,0.000
Qual ciência estuda todos os aspectos do sistema imunológico?,Imunologia,2.1,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
