Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Pergunta 1,Resposta 1,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
O que são Ctenóforos?,Ctenóforos,1.4,3.01273,1.0,0.500,0.0,1.0,1.0,0.000
Pergunta 2,Resposta 2,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Quantos tipos de Ctenóforos existem?,Existem cerca de 100 espécies conhecidas de Ctenóforos.,1.83333,3.43523,1.0,0.000,2.44444,4.51932,0.875,0.000
Pergunta 3,Resposta 3,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Onde os Ctenóforos vivem?,Os Ctenóforos vivem principalmente nos oceanos,1.6,3.01273,1.0,0.000,1.16667,3.79304,1.0,0.250
Pergunta 4,Resposta 4,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Como se alimentam os Ctenóforos?,Os Ctenóforos capturam presas usando seus tentáculos ciliados,1.5,3.43523,1.0,0.000,1.375,4.37319,1.0,0.000
Pergunta 5,Resposta 5,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é a função dos combos em Ctenóforos?,Os combos são estruturas de suporte interna que ajudam os Ctenóforos a manter sua forma e se moverem no ambiente acuático.,2.33333,4.37319,1.0,0.250,2.72727,6.40552,0.95238,0.417
Pergunta 6,Resposta 6,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Como se reproduzem os Ctenóforos?,Os Ctenóforos são hermafroditas,1.5,3.43523,1.0,0.000,1.0,3.01273,1.0,0.333
Pergunta 7,Resposta 7,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Quais são as principais ameaças aos Ctenóforos?,As principais ameaças aos Ctenóforos incluem poluição,1.75,4.10211,1.0,0.250,1.28571,4.10211,1.0,0.200
Pergunta 8,Resposta 8,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Como os Ctenóforos se defendem dos predadores?,Os Ctenóforos não possuem mecanismos de defesa específicos,1.875,4.10211,1.0,0.000,1.0,4.37319,1.0,0.333
Pergunta 9,Resposta 9,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Quando evoluíram os Ctenóforos?,Os Ctenóforos evoluíram há cerca de 500 milhões de anos,1.4,3.01273,1.0,0.000,1.8,4.96484,0.9,0.000
Pergunta 10,Resposta 10,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é a importância dos Ctenóforos no ecossistema?,Os Ctenóforos desempenham um papel importante na cadeia alimentar marinha,2.33333,4.37319,1.0,0.500,1.4,4.82961,1.0,0.714
