Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quantos condados compõem a região do sul da Califórnia?,10 condados  ,2.4,4.61384,1.0,0.400,0.5,1.85566,1.0,0.000
Qual é a abreviação comum da região do sul da Califórnia?,SoCal  ,2.66667,5.1549,0.90909,0.500,0.0,1.0,1.0,0.000
Qual é a área total da região do sul da Califórnia em milhas quadradas?,56505 mi²  ,2.86667,5.63172,0.92857,0.625,1.0,1.85566,1.0,0.000
Qual cidade é considerada o centro econômico da região?,Los Angeles  ,2.1,4.61384,1.0,0.667,0.5,1.85566,1.0,0.000
Qual é a principal rodovia que atravessa a região?,I-5  ,1.7,4.75438,0.88889,0.600,0.0,1.0,1.0,0.000
Qual é a fronteira oriental da região com o estado de Nevada?,San Bernardino County  ,1.84615,5.20226,1.0,0.667,1.0,2.50045,1.0,0.000
Qual é o nome do maior centro urbano do sul da Califórnia?,Los Angeles metropolitan area  ,2.38462,5.32781,0.91667,0.714,1.5,3.01273,1.0,0.000
Qual imagem representa a região na Wikipedia?,San Diego panoramic skyline at night.jpg  ,1.875,4.10211,1.0,0.500,3.5,3.79304,1.0,0.000
Qual é a característica principal da região em termos culturais?,região cultural  ,1.81818,4.82961,1.0,0.500,0.5,1.85566,1.0,1.000
Qual é a cidade mais populosa da região?,Los Angeles,2.22222,4.37319,1.0,0.600,0.5,1.85566,1.0,0.000
