Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a definição de um número primo?,Um número natural maior que 1 que não é produto de dois números menores.,1.66667,4.37319,1.0,1.000,1.86667,5.63172,0.92857,0.667
O que são chamados os números que não são primos?,Compostos,1.90909,5.12344,0.8,0.500,0.0,1.0,1.0,0.000
5 é primo porque?,É um produto,1.4,3.01273,1.0,0.667,0.66667,2.50045,1.0,0.500
4 é composto porque?,É um produto (2 × 2) em que ambas as partes são menores que 4.,1.4,3.01273,1.0,0.333,3.27778,5.89204,0.86667,0.222
O que é a teoria fundamental do álgebra?,Diz que todo número natural maior que 1 é ou primo por si mesmo,2.22222,4.37319,1.0,0.500,1.92857,5.63172,0.92857,0.714
Qual é o método de verificação lento da primidade chamado?,Divisão de trial,2.54545,4.82961,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual é o único método prático conhecido que sempre dá resultado correto em tempo polinomial?,Teste de primality de AKS,2.25,5.65316,1.0,0.727,0.8,3.59796,0.8,0.000
Quais são os maiores números primos conhecidos até dezembro de 2018?,Um número Mersenne com 24,1.75,5.02467,1.0,0.286,1.0,3.43523,1.0,0.333
Existem infinitos números primos?,Sim,1.6,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Há um método simples e rápido para separar números primos de compostos?,Não,2.07692,5.20226,1.0,0.500,0.0,1.0,1.0,0.000
O que é a teoria estatística dos números primos?,Diz que a probabilidade de um grande número aleatório ser primo está inversamente proporcional ao seu número de dígitos,2.2,4.61384,1.0,0.200,1.42105,6.32762,0.89474,0.583
