Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual o período em que a Peste Negra ocorreu?,1346 a 1353,1.9,4.61384,1.0,0.250,0.66667,2.50045,1.0,0.000
Qual bactéria causou a Peste Negra?,Yersinia pestis,1.71429,3.79304,1.0,0.250,0.5,1.85566,1.0,0.000
Como a Peste Negra se espalhou inicialmente?,Por pulgas em ratos,1.625,4.10211,1.0,0.000,0.75,3.01273,1.0,0.000
Qual foi o impacto da Peste Negra na população europeia?,Reduziu a população em 30 a 60%,3.09091,4.82961,1.0,0.167,1.0,4.51932,0.875,0.250
Qual a relação da Peste Negra com a segunda pandemia da peste?,Marcou o início da segunda pandemia da peste.,2.46154,5.63648,0.75,0.167,1.88889,4.51932,0.875,0.200
Como a Peste Negra chegou à Europa?,Através de navios mercantes vindos da Ásia.,1.875,4.10211,1.0,0.000,2.375,4.10211,1.0,0.000
Onde cientistas descobriram um aumento repentino de mortes ligado à Peste Negra em 2022?,No que hoje é o Quirguistão.,2.6,5.51466,1.0,0.200,1.57143,3.79304,1.0,0.333
Qual foi uma consequência social e econômica da Peste Negra?,Profundos efeitos na história europeia.,2.09091,4.82961,1.0,0.167,1.66667,3.43523,1.0,0.250
Quais formas a Peste Negra pode assumir?,Bubônica,2.0,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual o papel das pessoas na propagação da Peste Negra?,Através do contato direto via aerossóis.,3.63636,4.82961,1.0,0.200,2.42857,3.79304,1.0,0.667
