Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a capital e maior cidade da Polônia?,Warsaw,1.9,4.61384,1.0,0.800,0.0,1.0,1.0,0.000
Em que rio está localizada Warsaw?,Vistula,1.71429,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Quantos habitantes possui oficialmente a área metropolitana de Warsaw?,3,2.0,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Que posição Warsaw ocupa em termos de população na União Europeia?,6ª cidade mais populosa,2.08333,5.02467,1.0,0.286,0.75,3.01273,1.0,0.500
Qual foi o século em que Warsaw se tornou capital do Reino da Polônia e Lituânia?,17º século,2.76471,5.78178,1.0,0.333,0.5,1.85566,1.0,0.500
Quem decidiu mover a capital polonesa para Warsaw no final do século 16?,Sigismund III,2.92857,5.36491,1.0,0.750,0.5,1.85566,1.0,0.000
Qual evento destruiu grande parte da cidade durante a Segunda Guerra Mundial em 1939?,Bombardeios e cerco,2.86667,5.51466,1.0,0.444,0.66667,2.50045,1.0,0.000
Quantos distritos compõem o município de Warsaw?,18,1.75,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Onde está localizado o edifício mais alto da União Europeia até 2022?,Warsaw,2.30769,5.20226,1.0,0.333,0.0,1.0,1.0,0.000
Quais são os dois principais aeroportos internacionais que servem Warsaw?,Chopin e Modlin,1.81818,4.82961,1.0,0.167,0.66667,2.50045,1.0,0.000
