Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando começou a crise do petróleo de 1973?,outubro de 1973  ,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.500
Quais países foram alvo do embargo inicialmente?,Canadá,2.25,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual foi o preço do petróleo em março de 1974?,quase US $ 12  ,2.18182,4.82961,1.0,0.600,1.0,2.50045,1.0,0.333
Qual foi outro termo para a crise do petróleo de 1973?,primeiro choque do petróleo  ,2.25,5.02467,1.0,0.600,1.0,3.01273,1.0,1.000
Qual organização proclamou o embargo?,Organização dos Países Árabes Exportadores de Petróleo  ,1.66667,3.43523,1.0,0.333,1.71429,4.10211,1.0,0.143
Por que o embargo foi imposto?,para punir países que apoiam Israel durante a Guerra de Yom Kippur  ,1.85714,3.79304,1.0,0.667,1.08333,5.20226,1.0,0.700
Quais países entraram no embargo após o início?,Portugal,1.77778,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Qual foi a consequência econômica do embargo?,crise global,2.0,4.10211,1.0,0.000,0.5,1.85566,1.0,0.500
Quando ocorreu a segunda crise do petróleo?,1979  ,1.75,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual foi o efeito do embargo nos Estados Unidos?,preços de combustíveis foram ainda mais altos,2.7,4.61384,1.0,0.200,1.14286,4.10211,1.0,0.333
